new_userID,new_bookID
13433,149661
13433,2313
13433,206
13433,86568
13433,1804
13433,3681
13433,40621
13433,6983
13433,16578
13433,40450
13433,14483
13433,92129
13433,102603
50993,19440
24474,6003
24474,95724
5062,66341
5062,21092
5062,14130
5062,32753
5062,3789
5062,80121
5062,18318
5062,2590
5062,3807
5062,44939
5062,30478
5062,1721
5062,2259
5062,195
5062,18587
5062,91603
5062,18217
5062,313
5062,10031
5062,36568
5062,20872
5062,969
5062,8582
5062,58823
5062,34107
5062,1499
5062,657
5062,1550
5062,46285
5062,107881
5062,153449
5062,78925
5062,72077
5062,177
5062,3384
5062,168047
5062,20744
5062,6745
5062,81589
5062,4391
5062,171182
5062,120855
5062,104458
5062,132009
5062,56120
5062,3871
9374,11
9374,14206
9374,25607
9374,1133
9374,2915
9374,15052
9374,18721
9374,1270
9374,5955
9374,11862
9374,769
9374,102702
9374,7620
9374,99034
9374,2426
9374,2069
9374,35664
9374,18723
168,2789
168,30447
168,1490
168,6640
168,182880
168,15297
168,4772
168,126830
168,6483
168,23622
168,34649
41787,155
41787,49388
41787,113372
57246,18440
57246,103489
57246,4236
46002,48641
48110,3897
48110,40834
66450,33891
14578,1562
47803,57193
47803,4634
4263,1028
4263,10897
4263,55067
4263,5742
4263,5011
4263,27725
4263,69154
4263,18083
4263,18840
4263,32944
4263,163919
4263,63653
4263,13460
4263,54265
4263,53146
4263,87666
4263,3841
4263,4136
4263,554
4263,183152
4263,101987
4263,73165
4263,26178
4263,4707
4263,11326
4263,7009
4263,3342
4263,73242
4263,14986
4263,66960
4263,131497
4263,31248
4263,38946
4263,56312
4263,41785
4263,26208
4263,141094
4263,60229
4263,64296
4263,57453
4263,179935
4263,9115
4263,7576
4263,108209
4263,92664
4263,5993
4263,7293
4263,9526
4263,71211
4263,62790
4263,5273
4263,4426
4263,88705
4263,63998
4263,83833
4263,69628
4263,10503
4263,42607
4263,44334
4263,102039
4263,40980
4263,59092
4263,34272
4263,4172
4263,12054
4263,5503
4263,2217
4263,2441
60570,33748
60570,31424
9177,20073
9177,2495
9177,55645
9177,66950
9177,20513
9177,99199
9177,4686
9177,62951
9177,6780
9177,346
9177,22051
9177,60763
9177,47600
9177,10567
9177,60570
9177,47378
9177,69590
9177,6048
9177,53938
9177,175958
9177,43571
9177,7595
9177,2631
9177,17117
9177,62674
9177,1509
9177,8518
9177,58960
9177,10604
9177,2515
9177,13307
9177,25283
9177,39114
9177,79516
9177,17200
9177,16455
9177,18626
9177,56881
9177,43550
9177,1736
9177,5458
9177,196
9177,7571
9177,4239
9177,60689
9177,1185
9177,28196
9177,22522
9177,1158
9177,56223
9177,332
9177,92847
9177,4294
9177,3311
9177,8144
9177,19559
9177,30517
9177,13474
9177,4041
9177,90748
9177,40686
9177,40584
9177,100462
9177,44234
9177,8291
9177,49654
9177,45008
9177,11090
9177,3871
9177,30839
9177,13234
28637,42763
28637,1076
24607,11872
24607,16390
24607,37498
24607,175509
24607,5077
24607,143273
4771,8086
4771,76238
4771,3921
4771,44449
4771,94288
4771,37263
72458,136136
72458,48649
72458,3802
72458,31261
72458,41865
72458,660
72458,69658
72458,1662
72458,4294
3088,78045
3088,18220
3088,791
3088,114928
3088,42339
3088,6584
3088,176
3088,14704
3088,55327
3088,55645
3088,11184
3088,9568
3088,12508
3088,10268
3088,5219
3088,148106
3088,76452
3088,777
3088,12530
3088,78691
3088,8256
3088,12157
3088,38494
3088,84459
3088,158055
3088,15662
3088,2518
3088,99100
3088,63073
3088,44573
3088,17373
3088,132632
3088,31085
3088,53682
3088,3931
3088,15290
3088,50219
3088,177843
3088,50524
3088,42312
3088,107488
3088,14695
3088,156093
3088,17517
3088,125334
3088,99522
3088,6533
3088,3567
3088,988
3088,47270
3088,76642
3088,14216
3088,44828
3088,242
3088,101890
3088,3352
3088,169497
3088,78886
3088,22538
3088,18747
3088,10082
3088,37162
3088,9211
3088,8553
3088,5696
3088,7980
3088,73915
3088,84195
3088,68964
3088,42967
3088,26360
3088,10653
3088,75998
3088,2991
3088,21056
3088,5982
3088,26274
3088,4630
3088,16359
3088,1644
3088,80575
3088,100977
3088,1539
3088,14521
3088,13526
3088,25281
3088,1270
3088,7525
3088,3624
3088,8330
3088,44385
3088,166207
3088,166561
3088,10567
3088,1220
3088,27963
3088,1281
3088,7519
3088,18648
3088,157168
3088,588
3088,3414
3088,105078
3088,12075
3088,7551
3088,18749
3088,9864
3088,157982
3088,1980
3088,71997
3088,10482
3088,11695
3088,522
3088,9390
3088,31269
3088,6445
3088,1273
3088,5097
3088,142020
3088,8012
3088,28829
3088,1804
3088,270
3088,3353
3088,3318
3088,5991
3088,44407
3088,739
3088,1027
3088,116693
3088,144074
3088,133088
3088,61379
3088,3082
3088,63296
3088,55825
3088,46103
3088,149286
3088,17666
3088,7884
3088,780
3088,4863
3088,42
3088,17200
3088,43514
3088,386
3088,54737
3088,5253
3088,480
3088,4760
3088,29593
3088,4081
3088,6343
3088,1905
3088,111600
3088,69259
3088,25155
3088,129076
3088,12881
3088,19069
3088,26619
3088,8262
3088,59254
3088,12668
3088,90541
3088,145117
3088,769
3088,7135
3088,16249
3088,9218
3088,131584
3088,42210
3088,26218
3088,8416
3088,65069
3088,27543
3088,140
3088,21189
3088,105971
3088,25047
3088,105091
3088,16231
3088,19496
3088,8144
3088,16762
3088,54920
3088,10360
3088,4225
3088,23674
3088,143829
3088,154124
3088,51339
3088,11659
3088,25316
3088,119585
3088,14116
3088,5174
3088,47536
3088,35401
3088,1458
3088,86660
3088,52802
3088,112770
3088,12062
3088,14954
3088,177
3088,22087
3088,52704
3088,20489
3088,59702
3088,22589
3088,1527
3088,41231
3088,6108
3088,23165
3088,15036
3088,35220
3088,2245
3088,1338
3088,26109
3088,83463
3088,15168
3088,4098
3088,13515
3088,1854
3088,1409
3088,30056
3088,119953
3088,51185
3088,8055
3088,14240
3088,97638
3088,73703
3088,158627
3088,12863
3088,1100
3088,81992
3088,85139
3088,90796
3088,42991
3088,125352
3088,138965
3088,119497
3088,107988
3088,106610
3088,137344
3088,59882
3088,59207
3088,411
3088,6413
3088,27070
3088,154346
3088,6109
3088,5832
3088,77198
3088,55731
3088,1156
3088,14903
3088,11641
32080,8304
32080,3564
32080,9634
32080,3157
32080,16188
32080,107851
18599,11272
18081,79163
30738,48684
29001,4519
29001,1475
29001,56877
29001,64976
23258,3268
23258,55
8645,8137
8645,16763
8645,91777
8645,28206
8645,28164
8645,10954
8645,80051
32914,107543
20219,48909
20219,94240
20219,96209
20219,78925
20219,59302
41452,7539
11209,7183
11209,141805
59626,1310
59626,20143
59626,25916
16047,28595
16047,57937
16047,2217
16047,32189
11399,25969
11399,248
11399,3268
11399,32521
11399,68478
11399,30991
11399,24227
11399,108888
11399,19362
11399,6964
11399,40331
11399,126965
11399,8896
11399,27904
11399,9395
11399,40477
11399,104288
11399,47600
11399,36606
11399,84015
11399,53860
11399,155723
11399,9811
11399,77288
11399,33058
11399,144149
11399,28407
11399,69590
11399,35391
11399,46879
11399,90980
11399,139334
11399,19070
11399,11970
11399,22899
11399,67244
11399,48933
11399,139659
11399,68073
11399,55099
11399,61582
11399,22131
11399,93440
11399,126992
11399,20098
11399,119019
11399,46135
11399,89186
11399,92732
11399,9341
11399,3099
11399,40825
11399,18881
11399,95812
11399,39584
11399,17198
11399,11689
11399,30925
11399,55666
11399,9261
11399,13107
11399,38536
11399,13357
11399,65240
11399,30485
11399,1810
11399,3079
11399,16205
11399,58629
11399,14200
11399,34720
11399,16146
11399,1958
11399,48408
11399,27230
11399,69297
11399,30123
11399,90239
11399,37079
11399,16551
11399,171391
11399,30758
11399,6307
11399,89
11399,503
11399,13396
11399,133704
11399,9005
11399,61679
11399,118731
11399,71648
11399,140073
11399,185110
11399,15244
11399,145540
11399,121243
11399,34944
11399,1098
11399,132524
11399,167214
11399,53129
11399,51982
11399,31847
11399,134414
11399,2121
11399,133099
11399,12318
11399,17501
11399,12444
11399,10769
11399,111938
11399,2894
11399,164560
11399,161688
2475,5123
2475,159591
2475,8304
2475,24699
2475,144090
2475,8757
2475,9507
2475,1307
2475,7272
2475,6849
2475,1945
2475,5253
2475,247
2475,12170
2475,13529
2475,115716
2475,83820
2475,39011
2475,6098
2475,904
2475,14752
2475,42440
2475,1794
2475,17567
2475,411
2475,21561
2475,3642
2475,150103
2475,13234
2475,55094
2475,49292
2475,4377
1393,49958
1393,6912
1393,456
1393,24692
1393,40888
1393,5984
1393,24547
1393,2699
1393,1027
1393,61305
1393,567
1393,4370
1393,27502
1393,769
1393,13269
1393,20181
1393,33837
1393,122775
1393,14905
1393,58138
1393,9002
1393,34213
1393,129956
1393,5646
1393,46817
1393,68021
14711,81606
14711,128796
33687,387
33687,22885
33687,36363
33687,195
33687,1500
33687,88293
33687,52704
33687,1136
55938,34081
55938,21543
55938,28714
5786,75434
5786,72170
5786,60362
1945,20717
1945,60811
25177,86027
25177,162519
25177,9359
2983,6201
13001,83062
13001,8363
13001,58518
13001,32135
13001,3409
13001,73111
73773,9568
35424,8698
35424,30798
45189,769
38627,10653
5222,25969
5222,2842
5222,21248
5222,48717
5222,53013
5222,69590
5222,118268
5222,72940
5222,72145
5222,15
5222,26993
5222,68199
5222,30878
5222,85425
5222,38772
5222,102213
5222,157791
5222,50410
5222,34991
5222,57730
5222,28264
5222,41164
5222,9655
5222,53631
5222,40841
5222,25221
5222,106764
5222,121243
5222,133904
5222,52361
5222,86987
25090,2576
25090,6389
25090,6102
25090,13198
25090,11950
25090,87922
25090,19732
25090,26977
25090,62565
25090,15695
25090,7732
25090,2426
28881,299
28881,9606
28881,83785
28881,38538
28881,639
28881,17719
28881,81378
72952,149631
4444,16163
4444,49588
4444,32488
30713,4344
30713,41790
30713,2635
30713,10501
35064,2495
35064,136537
35064,15292
15142,9568
15142,18006
15142,37881
15142,21688
15142,1389
15142,170458
15142,12863
58519,22779
5174,9946
5174,69617
5174,19419
5174,4961
5174,162721
5174,547
5174,5067
5174,169655
5174,18853
5174,33222
5174,113213
5174,37268
5174,96442
5174,140983
5174,95525
5174,92705
5174,639
5174,173600
5174,35279
5174,40764
5174,50919
18974,34679
38736,58999
4491,15428
4491,24097
4491,4459
4491,4839
4491,59757
4491,17102
4491,2073
4491,151640
4491,6225
4491,27960
4491,87442
4491,12408
4491,7192
4491,12544
4491,36059
4491,1103
4491,82131
4491,10607
4491,17200
4491,5373
4491,277
4491,38022
4491,719
4491,14847
4491,6019
4491,29053
4491,4315
4491,158188
4491,17032
4491,58545
4491,11729
4491,1971
4491,9534
4491,10283
4491,13173
4491,12268
4491,3537
4491,98545
4491,32422
4491,141014
4491,91913
4491,10301
4491,9152
4491,69344
4491,70237
4491,8011
4491,41016
4491,181014
61434,39495
61434,8416
27456,22256
31365,51573
31365,2968
31365,96598
31365,5390
31365,156892
31365,20155
31365,94311
31365,10318
31365,5694
31365,52226
31365,173868
31365,63655
31365,6974
31365,24142
31365,6102
31365,2010
31365,15177
31365,14165
31365,49711
31365,1389
31365,71016
31365,13
31365,4006
31365,34243
31365,7050
31365,36092
31365,164857
31365,44283
31365,44033
31365,1449
31365,38620
31365,10919
31365,2128
31365,2675
31365,30808
31365,105084
31365,11342
31365,2567
31365,31246
31365,55763
31365,10738
31365,121554
31365,141348
31365,103332
31365,79941
31365,15439
31365,704
31365,35015
31365,6331
31365,169550
31365,47457
31365,48065
31365,17683
31365,112003
31365,6438
31365,36149
31365,20778
31365,12339
31365,28179
31365,33076
31365,10478
31365,78363
31365,21335
31365,13173
31365,116047
31365,5802
31365,22909
31365,25739
31365,30661
31365,69462
31365,80755
31365,21352
31365,27308
31365,29980
31365,3896
31365,14116
31365,503
31365,2540
31365,9570
31365,19321
31365,36348
31365,82785
31365,180468
31365,24817
31365,25801
24931,52810
24931,85966
24931,151665
7949,12584
7949,71961
4669,1416
4669,123743
4669,178062
4669,42770
4669,17668
4669,4614
4669,2097
4669,135276
70647,23085
10095,3356
10095,5113
10095,4890
10095,2188
9007,28959
9007,17016
9007,11045
9007,103554
48486,7070
20221,68354
20221,171146
20221,105045
20221,32810
69155,155804
69155,5916
69155,37918
69155,60236
69155,78270
74923,18128
12037,55959
12037,19199
12037,23916
12037,116889
30271,10653
30271,4729
30271,9908
30271,361
37414,138801
37414,31134
37414,51370
37414,14483
37414,112533
37414,105430
37414,71048
37414,8035
37414,8058
37414,18516
37414,46791
15922,1161
15922,47070
15922,167400
15922,1449
15922,25486
15922,7589
55949,15992
22219,57232
41520,10504
41520,7240
41520,2506
41520,83428
41520,29373
41520,80187
41520,11624
9811,974
9811,20095
9811,84383
9811,12143
9811,58657
9811,32509
9811,58263
9811,55809
9811,22900
9811,2863
9811,429
9811,13952
9811,24831
9811,53388
9811,103704
9811,47176
9811,9809
25315,22242
25315,3808
25315,76995
25315,7418
25315,171473
25315,152853
25315,15297
25315,20426
25315,26178
25315,1165
25315,11515
25315,74042
25315,83946
25315,14330
25315,48214
25315,735
25315,17661
25315,27566
25315,11878
2027,30079
2027,112889
2027,82768
31298,12486
14657,6198
14657,42680
24665,2066
49607,5007
49607,55354
14330,8145
14330,1402
14330,17724
14330,66866
14330,11611
14330,115654
14330,142539
72327,8217
72327,1272
72327,38157
51543,70736
51543,2578
51543,136859
9446,149927
9446,5495
27229,960
25795,81218
25795,5352
5083,164377
5083,138134
5083,167544
5083,110371
5083,62101
5083,111511
5083,1905
5083,137074
5083,67791
5083,174171
5083,8754
5083,12908
5083,123315
39295,632
75349,11893
23470,104428
23470,91792
23470,111208
23470,41691
31000,44539
7889,19691
7889,2815
7889,91660
7889,725
7889,106
7889,1980
7889,1404
7889,61470
7889,29593
7889,7851
7889,75060
7889,50428
7889,19599
7889,120924
7889,2217
7889,4918
10104,3807
10104,97849
10104,4185
10104,179000
10104,769
53393,30200
1933,67650
1933,4890
1933,123888
1933,3400
1933,51086
32244,411
67483,156450
5096,45042
5096,11463
5096,17829
5096,88732
5096,46496
5096,131759
54106,37881
54106,27942
54106,1685
54106,135713
54106,43
54106,54147
54106,22364
54106,28227
6384,36977
6384,248
6384,57661
6384,2968
6384,123652
6384,78004
6384,32234
6384,7409
6384,38892
6384,166055
6384,2344
6384,132386
6384,114037
6384,65406
6384,32364
6384,6003
6384,153
6384,47321
6384,1625
6384,29350
6384,30754
6384,2805
6384,35735
6384,94576
6384,1031
6384,31134
6384,148981
6384,2010
6384,66419
6384,17724
6384,59757
6384,65271
6384,13776
6384,160111
6384,87547
6384,83601
6384,160084
6384,13934
6384,36540
6384,34629
6384,13619
6384,47898
6384,151042
6384,104288
6384,28007
6384,47600
6384,2928
6384,2294
6384,4214
6384,173742
6384,137313
6384,138404
6384,16401
6384,36719
6384,560
6384,15724
6384,22123
6384,103232
6384,71609
6384,18527
6384,8845
6384,6734
6384,1620
6384,15716
6384,43402
6384,88599
6384,45822
6384,74325
6384,4204
6384,98251
6384,7048
6384,153182
6384,24894
6384,2701
6384,36395
6384,18783
6384,27850
6384,9285
6384,34562
6384,10126
6384,114041
6384,19533
6384,89274
6384,102066
6384,17878
6384,94951
6384,44283
6384,80375
6384,21940
6384,162708
6384,4729
6384,31789
6384,1165
6384,4076
6384,4840
6384,147077
6384,51644
6384,15984
6384,10919
6384,62588
6384,116345
6384,17432
6384,21238
6384,23220
6384,14477
6384,168588
6384,119019
6384,20991
6384,480
6384,15245
6384,4890
6384,4739
6384,6019
6384,101900
6384,42830
6384,60985
6384,46135
6384,47943
6384,52800
6384,89200
6384,14388
6384,4020
6384,11395
6384,17728
6384,71021
6384,66443
6384,8343
6384,7976
6384,68117
6384,24514
6384,11194
6384,30655
6384,29859
6384,7234
6384,1515
6384,6331
6384,13750
6384,137617
6384,182143
6384,122786
6384,96977
6384,78609
6384,16712
6384,10072
6384,11309
6384,42782
6384,7368
6384,30322
6384,17198
6384,7506
6384,20287
6384,14836
6384,28196
6384,34975
6384,19356
6384,12637
6384,652
6384,56223
6384,115429
6384,20148
6384,24955
6384,97230
6384,183018
6384,4153
6384,4358
6384,23966
6384,88015
6384,5944
6384,77300
6384,19806
6384,21094
6384,30042
6384,29223
6384,3311
6384,83517
6384,116828
6384,35242
6384,30380
6384,1952
6384,63481
6384,45662
6384,6016
6384,7352
6384,1247
6384,5090
6384,20159
6384,88732
6384,183656
6384,124865
6384,177148
6384,49176
6384,30661
6384,8002
6384,364
6384,35308
6384,27500
6384,36463
6384,43673
6384,22222
6384,107608
6384,4430
6384,166542
6384,151828
6384,34238
6384,149323
6384,120771
6384,21352
6384,36267
6384,1694
6384,89467
6384,24296
6384,52216
6384,119129
6384,3686
6384,67528
6384,55847
6384,6996
6384,9407
6384,3663
6384,12968
6384,39290
6384,891
6384,23000
6384,25838
6384,169433
6384,51791
6384,181429
6384,46851
6384,62762
6384,64362
6384,31847
6384,9968
6384,8426
6384,117589
6384,25188
21231,4236
23743,4459
23743,270
23743,576
23743,5055
23743,9210
23743,62269
19136,61802
19136,7805
19136,26725
956,142966
34868,29781
40276,32651
2110,35774
2110,2107
2110,657
2110,35778
14555,162312
7381,2559
7381,7026
7381,411
11236,157490
4612,113991
4612,3281
4612,31032
4612,1804
4612,18020
4612,74652
4612,36616
4612,136752
471,13383
471,5374
471,3042
471,21882
471,31357
471,36341
471,161258
471,35366
36753,75321
36753,62099
36753,47050
36753,62224
36753,20321
36753,98785
36753,50228
36753,12276
36753,55269
36753,29355
36753,172861
36753,32416
36753,317
36753,64718
34268,4550
18420,3216
18420,3595
18420,386
18420,40062
18420,61181
18420,232
18420,107
18420,864
8355,176168
8355,21017
8355,16432
8355,44117
8355,4447
8355,54907
8355,21990
8355,115758
8355,85119
8355,15992
8355,170835
50061,1028
50061,13271
50061,1830
4616,11
4616,59050
4616,61090
4616,133942
4616,86840
4616,95455
4616,172713
4616,58465
4616,49078
18484,35847
18484,140734
18484,1138
18484,35264
4398,12073
4398,6177
4398,5258
4398,38170
4398,71811
4398,158717
4398,72041
4398,12467
4398,74875
4398,23636
4398,75390
4398,988
4398,59009
4398,979
4398,25042
4398,13332
4398,3897
4398,6549
4398,2640
4398,1719
4398,173603
4398,29045
4398,18194
4398,7518
4398,5273
4398,6299
4398,8640
4398,110418
4398,1552
4398,18372
4398,2471
4398,1344
4398,37110
4398,135649
4398,10619
4398,86602
4398,35962
4398,13237
4398,4098
4398,41383
4398,122713
4398,61135
4398,6967
4398,12447
4398,11776
70193,163181
12526,39
12526,51669
12526,32459
12526,12720
12526,76450
12526,2688
12526,3931
12526,101320
12526,2313
12526,152929
12526,160201
12526,7877
12526,40541
12526,979
12526,6421
12526,339
12526,343
12526,21056
12526,11989
12526,12218
12526,11713
12526,8488
12526,32481
12526,3628
12526,14766
12526,3564
12526,37618
12526,2615
12526,148073
12526,131793
12526,123716
12526,2699
12526,30894
12526,16341
12526,40466
12526,35072
12526,12861
12526,42383
12526,1500
12526,60558
12526,65970
12526,10987
12526,4076
12526,8140
12526,42394
12526,5976
12526,33217
12526,291
12526,48472
12526,34761
12526,62565
12526,3918
12526,37972
12526,112551
12526,24225
12526,769
12526,130767
12526,34601
12526,15741
12526,7242
12526,92022
12526,15347
12526,18595
12526,69712
12526,52023
12526,740
12526,116948
12526,2100
12526,3921
12526,2646
12526,72958
12526,8300
12526,3706
12526,1694
12526,7448
12526,3411
12526,1532
12526,13101
12526,3294
12526,3384
12526,20744
12526,40547
12526,39302
12526,123865
12526,10814
12526,34246
12526,16012
12526,129448
12526,34518
12526,60686
12526,99344
12526,26810
12526,62401
12526,33888
12526,12643
12526,102975
12526,6764
12526,82070
21322,169116
21322,60880
21322,3462
21322,910
21322,3216
21322,25901
21322,38497
21322,26380
21322,8543
21322,39903
21322,136453
21322,3562
21322,79055
21322,51921
21322,12465
21322,2301
21322,76440
21322,9673
21322,2223
40214,10653
21896,12495
21896,910
21896,65784
21896,17873
21896,21990
21896,1408
2604,44738
2604,10930
2604,4
2604,331
2604,34168
9952,175
15435,170020
15435,6102
15435,98101
15435,37188
15435,94217
15435,17197
15435,23780
15435,3215
15435,38730
15435,42680
24956,40276
24956,36126
24956,411
6204,5253
47174,902
896,57444
896,21734
896,78211
896,1408
896,4653
29724,39
29724,109921
29724,18393
29724,22419
29724,73757
241,20284
241,60604
241,17089
241,179867
241,13751
241,12495
241,98763
241,130586
241,15395
241,86581
241,63555
241,3014
241,89346
241,16701
241,3205
241,9326
241,56157
241,9950
241,6151
241,32640
241,19261
241,176956
241,168118
241,182979
241,108724
241,11356
241,28505
241,172577
241,153345
241,7519
241,12319
241,35480
241,52177
241,62906
241,39491
241,26177
241,12236
241,3606
241,24539
241,49920
241,129871
241,29252
241,4170
241,18527
241,28766
241,17790
241,5509
241,143106
241,181236
241,179717
241,70876
241,25283
241,12985
241,22673
241,52203
241,28316
241,4370
241,97211
241,2640
241,14145
241,34775
241,4443
241,7663
241,3520
241,36435
241,114500
241,71108
241,12944
241,12637
241,32810
241,91591
241,4294
241,2730
241,73697
241,3864
241,657
241,179849
241,19786
241,17702
241,176187
241,34124
241,16920
241,19164
241,5606
241,62904
241,92899
241,98445
241,31446
241,27521
241,30935
241,185172
241,13798
241,54580
241,70495
241,77694
241,69549
241,147776
241,134277
241,92154
241,150076
241,5972
241,9986
241,128259
241,411
241,2217
241,106266
241,137255
241,86882
241,33136
241,105367
241,170004
241,5400
241,50919
241,127623
25895,25521
25895,2694
25895,65049
25895,8159
25895,9172
25895,57432
25895,20041
25895,18252
25895,4708
25895,19131
25895,77942
25895,17719
25895,85266
25895,105961
25895,28937
25895,7826
25895,411
527,11439
6498,248
6498,6666
6498,1490
6498,6902
6498,144585
6498,103518
6498,117635
4831,10752
4831,12720
4831,998
4831,979
4831,68280
4831,68072
4831,24683
4831,9048
52682,3446
72743,10088
71506,167243
71506,343
71506,8160
71506,41033
71506,71077
71506,1853
71506,4974
71506,483
71506,15207
71506,120053
15255,17626
15255,22519
15255,2968
15255,93457
15255,24206
15255,15885
15255,91915
15255,91988
15255,72795
15255,73388
15255,48230
15255,99100
15255,78175
15255,87877
15255,26651
15255,41344
15255,280
15255,109242
15255,80769
15255,115397
15255,39121
15255,9421
15255,50270
15255,2812
15255,30657
15255,175104
15255,114803
15255,164
15255,39024
15255,40602
15255,41015
15255,8334
15255,10838
15255,14354
15255,57143
15255,72432
15255,2128
15255,35281
15255,17805
15255,162324
15255,12278
15255,5545
15255,182638
15255,7854
15255,9034
15255,6019
15255,2640
15255,113720
15255,66297
15255,10190
15255,59859
15255,14043
15255,5983
15255,46846
15255,75712
15255,38650
15255,131968
15255,39143
15255,20471
15255,87094
15255,11589
15255,46935
15255,41690
15255,13395
15255,24529
15255,157615
15255,18726
15255,5368
15255,185157
15255,26790
15255,6512
15255,48381
15255,22634
15255,1708
15255,25232
15255,83386
15255,25838
15255,33422
15255,118113
15255,8709
15255,13791
15255,181352
15255,96289
15255,78806
15255,173812
15255,125412
15255,411
15255,7777
15255,111969
15255,18181
20439,39
20439,82222
20439,2475
20439,20661
20439,340
52266,28004
52266,20757
52266,46774
18779,185350
13508,16087
13508,49678
13508,110115
13508,8185
13508,99143
13508,31811
26160,3029
26160,14195
26160,48430
17028,8527
52773,2332
10203,13449
803,149988
2114,4294
8140,12562
22806,411
22525,54988
22525,96463
22525,20832
142,22463
142,185588
142,1070
142,64745
142,173334
4069,3169
4069,82341
4069,76588
4069,8328
4069,182029
4069,7003
4069,1404
4069,54915
4069,4644
4069,32510
4069,166376
4069,10110
4069,16746
4069,34975
4069,15533
4069,109656
4069,107812
4069,1499
4069,12266
4069,12445
4069,53352
4069,151887
4069,139242
4069,77289
4069,55246
4069,22004
4069,47851
4069,3139
4069,94911
4069,12795
4069,116606
4069,2577
4069,124740
4069,41443
72371,5097
72371,1794
49828,974
42410,16701
58484,4777
58484,3322
58484,51921
6229,50877
6229,35499
6229,27282
6229,33158
6229,6443
6229,67711
6229,4344
6229,24841
6229,105038
6229,28682
6229,17517
6229,54513
6229,12718
6229,10578
6229,40470
6229,34552
6229,5994
6229,22072
6229,32176
6229,154346
6229,4269
6229,15318
12889,68981
12889,31634
12889,4615
12889,49637
12889,18106
12889,16546
12889,7009
12889,13971
12889,66362
12889,2253
12889,24814
12889,4693
12889,53073
65262,17642
65262,99409
40706,127660
