new_userID,userID,age,location,users_csv_index
100,f80f9be07d,38.0,0,77523
101,44927c762b,35,0,174915
102,bd92f4275b,35,0,183283
103,eac0a6fefd,35,0,117576
104,acf183cc9b,37.0,0,225611
105,5fcaaec1b1,25.0,6,66618
106,dfc7af41c6,29.0,0,96439
107,5faed78002,35,0,267527
108,40fd303748,44.0,7,98660
109,a85ef02188,39.0,6,128599
110,aea90938ba,35,7,57631
111,98f04124ae,34.0,7,75833
112,965c3e2bf6,30.0,0,93362
113,1d83881fad,35,7,50578
114,7405894505,77.0,0,4090
115,89106fc70d,27.0,0,122505
116,f52b0b0b0d,35,1,232610
117,1fbfa0c776,35,0,147846
118,f39c8216e7,35,7,29116
119,c3cf5d0983,35,3,262786
120,1544439b37,45.0,0,23767
121,d7ab6884e5,33.0,0,127358
122,2a2d9edeef,44.0,0,101208
123,ee058df5bb,35,1,127128
124,69f96770f2,35,1,232047
125,8ba6c94674,24.0,0,105261
126,35f86a4e92,35,5,114864
127,4c01b508de,34.0,0,176596
128,cf3468b2ea,57.0,0,83636
129,f945f1ca57,40.0,0,41311
130,0cea1f6ee6,35.0,3,140079
131,a6519f9a2c,35,0,249893
132,05832892c8,23.0,0,154552
133,a4f740c4a0,32.0,2,236726
134,a87a39e21f,16.0,0,53447
135,cffba4ce0e,35,0,149721
136,65d066c562,17.0,0,2335
137,1d765c1581,20.0,7,74171
138,b53b06b2b3,26.0,0,228153
139,69466a9d49,32.0,5,30710
140,744aef6591,51.0,0,259628
141,5cf97f5e64,35,0,246327
142,2be5415bdd,16.0,3,162305
143,de763993d9,49.0,0,178239
144,1ceb71eab8,32.0,6,223333
145,9aa599141c,37.0,2,193559
146,d59bf46e7e,35,0,171403
147,8aa514fa3a,47.0,0,211651
148,9af9963141,26.0,7,144536
149,1dcaf329a7,44.0,0,19968
150,9955b5881a,24.0,0,253
151,2e147eb6ea,35,7,250299
152,0abef25eec,57.0,7,172887
153,5aaab2b855,38.0,7,99472
154,fda666a385,32.0,0,227249
155,313563644e,29.0,2,63713
156,036e96476b,36.0,7,51907
157,518d23b38e,29.0,1,94817
158,593abc14c8,36.0,0,90882
159,251e1417a6,54.0,2,180650
160,e91088c71d,35,4,3756
161,5d47e02cbe,57.0,2,209515
162,e9316e3188,35,0,239872
163,e3dd43cf8b,35,0,223500
164,a8b15f4840,60.0,0,95953
165,48870fec89,35,0,113771
166,417717e0b6,31.0,0,185232
167,1da1b8e3ba,35,0,81596
168,e0b319315c,27.0,0,160573
169,346f10fb2d,17.0,0,32598
170,a31bca94d0,45.0,0,206562
171,62508170b6,35,0,277996
172,8c68374a96,34.0,4,89890
173,bd3bbe2aa9,30.0,1,265888
174,28aeca845a,35,5,62338
175,0d8563793e,44.0,0,129007
176,94a3b8aec4,41.0,5,274300
177,997dc62862,52.0,0,98390
178,0902a305b3,23.0,7,242408
179,a56937e40e,30.0,0,43408
180,b684371f47,36.0,0,64435
181,b464e979c3,52.0,7,83670
182,b0de227d99,33.0,4,115027
183,7b76f3e801,35,6,149799
184,8f1bb48b01,35,0,59266
185,62f089d215,35,0,125549
186,6400fd5d46,35,0,270999
187,05b57d02b0,35.0,1,55492
188,fcdfae300f,30.0,0,244709
189,dd0f557520,35,0,76498
190,fed52449e0,35,7,159769
191,80e56ad83d,79.0,0,148343
192,f2b8f4a056,29.0,0,69388
193,8838d81f81,25.0,0,58132
194,abbecdc986,27.0,4,12649
195,7320438146,34.0,0,64439
196,2d5954e44d,35,0,127199
197,dc60bf6fa1,58.0,0,178194
198,e0fdd770c9,26.0,0,209058
199,626c0c0915,35,0,167575
200,b77abc8483,35,0,111034
201,3c14516a4b,35,3,140840
202,702be61f60,32.0,0,166122
203,3d0cffccb0,31.0,0,261512
204,bee2baa541,57.0,0,278355
205,c0941df971,32.0,0,135264
206,9b2dc9dd9b,26.0,7,36002
207,8468a44455,45.0,4,105468
208,4c535a7b93,35,0,77824
209,22654752ea,25.0,3,80652
210,a3f6371f1d,39.0,0,106848
211,2022037469,33.0,0,4384
212,9ee6bed103,35,1,144966
213,6894c6b546,50.0,0,44189
214,15ef06e294,24.0,0,182211
215,d7ab1d5dc9,35,3,182084
216,08cd59b9d2,62.0,0,248220
217,22156ff78a,35,0,41323
218,e4b8b28abe,67.0,0,44063
219,6dcaea5cad,52.0,1,110075
220,51dd497c92,53.0,7,234422
221,6dde2412dd,23.0,7,90276
222,a4ed634fc6,51.0,0,244170
223,762cf6a82c,35,1,198919
224,407082813f,16.0,0,206073
225,8fc262b12a,46.0,2,95524
226,fcccdf939f,35,0,63969
227,cb7a74b814,47.0,0,60243
228,dbced3c436,24.0,2,19279
229,9e67a9e6ce,34.0,0,105213
230,f12c45947d,28.0,0,143174
231,2ca9c4bab6,35,0,227145
232,43475127e6,35,0,158620
233,2053561438,35,0,222295
234,0b517ea6c9,29.0,5,236339
235,9bc0345528,15.0,7,87937
236,983ae79a58,56.0,7,229328
237,c23dd4ae69,18.0,0,70665
238,1db0c538af,44.0,0,101421
239,4aa97944f6,31.0,0,238346
240,8bc26bd55c,59.0,0,169016
241,662c8d4d98,51.0,0,162051
242,0f87911053,27.0,0,75761
243,0e48e34420,35,3,30809
244,c2c378949f,35,1,88061
245,ec93551fc0,14.0,0,146385
246,0b58efc5d5,26.0,0,179732
247,9d24e39c30,41.0,0,121250
248,3a448c6e15,35,0,106416
249,9183552fa8,28.0,5,16160
250,ac9ec44450,47.0,0,25252
251,4addc95dae,24.0,6,4546
252,6ddb3431e5,29.0,4,153620
253,3444e4b652,38.0,1,180377
254,664d3a3cb1,35,7,30510
255,bf455b8fce,35,0,130553
256,4640780497,31.0,7,66941
257,6676bfa92b,23.0,7,233902
258,5bb16a0243,35,0,269798
259,f9e15414b5,43.0,0,209874
260,5950f532c0,27.0,0,2032
261,1b8c65ee48,35,0,169744
262,821cba6ea9,35,5,76354
263,ccc74393de,30.0,7,164580
264,6dc9fc4ed0,37.0,0,264026
265,49f59e51e1,55.0,7,132187
266,6f841ac9ff,35,1,205866
267,19b1900afc,19.0,2,255685
268,9f4bf616d7,14.0,7,162479
269,22437ce1db,27.0,7,243222
270,f508a25da0,19.0,1,236594
271,d16fb8a85c,37.0,0,38932
272,1293a1463e,27.0,3,276846
273,d2cef88273,60.0,1,219007
274,3b4959462f,15.0,0,42797
275,ff77267691,37.0,0,239553
276,26d1350ad7,37.0,0,154528
277,b5269f0ded,46.0,0,235104
278,48e591d3f0,35,0,264542
279,76db38e4e7,49.0,1,92663
280,6dbde95117,22.0,0,269230
281,0a8938a739,34.0,0,236171
282,d1fcd803c4,14.0,0,251068
283,9fb95ddd9e,18.0,7,101080
284,f58036ed22,35,0,231148
285,0f23d47fea,39.0,0,86640
286,9ad6d5589f,57.0,4,95901
287,34e293f406,20.0,0,182201
288,2624969fcf,28.0,0,74355
289,732eb97582,28.0,0,165318
290,ab17ae8689,27.0,0,225713
291,2117286cbf,54.0,0,203798
292,9a682e7173,29.0,0,229740
293,1d66a67095,35,0,249861
294,490b63c716,35,0,265684
295,c74c27e4cc,35,0,119748
296,9324070862,31.0,0,169883
297,75d222945e,25.0,0,233866
298,c27e16cade,12.0,0,208554
299,64b85914e7,45.0,0,52583
300,74b9e3c907,35,0,30993
301,021e8dd4e4,55.0,0,254298
302,77a4a83264,24.0,0,272979
303,f501a27cbf,44.0,0,94346
304,cc601e0afb,23.0,0,78726
305,406dee2765,40.0,0,181665
306,90849793b9,19.0,4,206218
307,7155a85889,52.0,5,215657
308,5df1e8dc64,35,7,51949
309,4e0258236b,18.0,1,167441
310,ed05de280b,37.0,0,46397
311,bf6027c159,38.0,0,106224
312,4e0f90a35a,40.0,0,182992
313,6a82341a48,34.0,0,68155
314,326bcc1537,35,0,59526
315,c4ba95a384,55.0,7,100240
316,03a047e068,9.0,1,278751
317,e0780de047,29.0,4,176394
318,a8b54ae22a,43.0,4,108533
319,686a40ed30,35,0,44892
320,b5f511da64,51.0,0,195373
321,343dd6e311,33.0,0,226461
322,ee90afebde,65.0,0,62240
323,0e82266d6f,35,7,220483
324,a59a9d72b5,35,0,268109
325,f2459d750e,35,0,224137
326,9a0173a781,28.0,1,116004
327,ad4a7a7659,35,0,14421
328,84bedaa484,35,0,232130
329,e296b0c954,22.0,0,66475
330,b1a57188fb,34.0,0,31314
331,1d33149383,27.0,1,183962
332,d8defcd25d,35,0,228953
333,2885c2858f,35,4,27592
334,8ce35c3926,27.0,0,245087
335,b6ad9d5c44,31.0,0,45207
336,73d5b448b0,38.0,1,169222
337,e38cb25f64,33.0,1,264320
338,66cb8e07f4,26.0,0,263162
339,3c5b18b1af,36.0,7,22199
340,203bdb0d83,41.0,4,14078
341,7a7577c265,41.0,0,120927
342,98485534ba,48.0,0,209155
343,2a38ddefe3,54.0,0,29943
344,a982e1d3ef,17.0,0,76575
345,6e3e85ab5e,21.0,0,141321
346,09a67bf4b9,55.0,7,184400
347,545f737d79,24.0,0,224922
348,063bca7065,38.0,0,154069
349,0c17de7f10,19.0,0,75745
350,b26792d0bf,35,1,114215
351,e58170bd4d,22.0,0,191878
352,5acac4d0db,27.0,7,47285
353,59494001a6,37.0,7,47328
354,fb047d17bf,40.0,1,91930
355,1573aa67b8,35,2,60423
356,31fc43ca0c,25.0,0,160360
357,40caa98e30,18.0,0,4621
358,03300d96c3,67.0,0,66679
359,5ada557b6d,35,0,227590
360,ac49b85cdb,35,0,25582
361,cc95a7edd0,51.0,0,243758
362,2d2e34b314,35,1,188037
363,2de3bdb798,23.0,0,119769
364,3f37a1ec4e,35,0,75082
365,1a09646110,27.0,0,104516
366,e80383ba4f,35,0,189834
367,52c8ea6a27,35,0,152242
368,bd74935ec9,35,0,21013
369,1954699e01,30.0,0,197363
370,699ffc168d,35,0,162638
371,1ba3d1d299,29.0,3,272867
372,8bd0229ccb,22.0,6,108655
373,3f0a616145,45.0,0,107020
374,be782a4b6d,29.0,0,201676
375,5b9e5239b8,35.0,0,33731
376,bc4edf3e8c,58.0,0,163578
377,0f33065569,36.0,0,126195
378,49cc7df720,35,0,27874
379,d87a12bf66,36.0,2,225985
380,a4a10da6ae,31.0,7,213627
381,4bd67b023b,19.0,1,1062
382,1d649a66e0,59.0,0,220453
383,dfe5d7a443,27.0,0,271447
384,4aa020393b,36.0,3,67110
385,f09599b123,35,0,101789
386,77a59c29a0,41.0,0,149555
387,2030bcec51,24.0,4,46580
388,28c1c8f96e,35,0,93463
389,a44016a02f,35,0,222352
390,b86de1655c,46.0,0,244420
391,f40f68269c,35,6,235943
392,802fc24954,58.0,2,108804
393,8ac7e901a2,30.0,7,242005
394,a42515104f,35,7,113662
395,7007df9b76,39.0,1,200225
396,a00a54e1a3,36.0,7,1902
397,b86af79de8,62.0,0,28944
398,17c4a66fdb,28.0,6,91134
399,4a79f64860,35,0,34587
400,c30f0644e6,35,0,201057
401,a627d8f864,35,0,243941
402,ceb5a50f9e,35,0,55228
403,66dd482d9d,33.0,0,183195
404,0257644d81,38.0,3,12834
405,75413f49ed,27.0,3,18096
406,ee2ed5bdf8,35,0,149203
407,0b3333b0db,50.0,5,67458
408,0999f43e85,42.0,0,3166
409,d0e7b71597,34.0,0,209517
410,694aa8328d,48.0,0,4016
411,8ac3168966,34.0,0,114443
412,b0ccdc6b04,32.0,7,137383
413,7820872d7a,20.0,0,20970
414,98329a910a,35,0,247851
415,e9a40c8b5f,57.0,1,166595
416,20832968b0,35,0,116394
417,12092e5bf3,35.0,0,120332
418,e2e83935be,29.0,7,101549
419,f63f961596,35,0,178913
420,0fef76a7ff,35,7,184041
421,02f6fd2e1b,29.0,0,148650
422,bc3c0a6b3e,27.0,0,139108
423,7386f12147,19.0,0,218975
424,692a2a92f1,36.0,3,159389
425,d0aee34cfe,29.0,0,207635
426,9e854b7ed7,35.0,4,225658
427,2099473938,35,0,13272
428,2b6209b30d,35,7,260085
429,a039f2c499,35,0,184631
430,dd23d4dec4,35,0,33861
431,87dd980d4c,35,3,29290
432,61c8a4d260,31.0,6,136686
433,d8465c1875,27.0,0,181089
434,59a5169c23,35,0,174595
435,cea5c44468,32.0,0,144924
436,dcad46a97a,35,7,178376
437,cc03653d23,35,0,196198
438,b88a688fb3,35,0,223524
439,2ca9b38e13,42.0,0,16633
440,fd4d40c182,24.0,0,138306
441,56de1e87e3,29.0,1,177457
442,c55df6546c,19.0,7,228871
443,04d7bcc1e3,49.0,4,72351
444,3067ebba3b,23.0,5,241203
445,b35cba1173,35,0,139746
446,5a21760566,37.0,0,205280
447,f2eb308a22,38.0,7,120564
448,3a5f19095c,61.0,1,204498
449,70740c2ff7,36.0,0,9907
450,85c6ecb709,46.0,0,174826
451,f0dc3ff489,16.0,7,217565
452,40be6f9558,35,0,232596
453,8a2dc24c95,35,0,171358
454,af5a259b03,35,0,243140
455,15a612f647,38.0,7,248999
456,481a513ae8,22.0,0,23871
457,0f58486916,31.0,0,8244
458,67a302acdf,35,0,35858
459,89e9f51f0f,54.0,7,130481
460,d2d543b92f,32.0,0,258533
461,c4e40b8c4e,14.0,3,242632
462,6d0c4ee13e,35,0,251738
463,d40aebbef2,44.0,1,88676
464,b3d756c827,34.0,1,51802
465,e52ab12492,35,0,229010
466,ae08a796b2,52.0,0,87539
467,91e92f833e,26.0,0,174303
468,a91de9f0ec,38.0,0,111846
469,cd2fd8b62e,40.0,0,244348
470,9f253b5466,35,0,168984
471,52ec84aee5,27.0,0,161871
472,e61d78a184,35.0,0,9717
473,5f5af4ea34,46.0,0,69377
474,520163603f,35,1,136381
475,4eb871e402,26.0,0,8066
476,78f94b95bd,35,0,100392
477,fe73525f49,35,0,31392
478,382fcfb3fd,46.0,7,100577
479,be574d8c04,35,0,62423
480,96026cbed7,22.0,7,105027
481,e3edc0333b,39.0,0,254994
482,3e8363c6f8,35,1,249110
483,08a57ec8fa,27.0,1,145238
484,3173c3b223,35,0,251842
485,ff028cb151,18.0,3,204824
486,6d523e89a8,51.0,0,136347
487,0664c756f3,23.0,7,38801
488,4819ff980b,20.0,7,81206
489,35883cef88,35,0,114006
490,3bce972949,35,0,80953
491,7269d0d336,14.0,0,46442
492,2fd476aa96,35,4,9028
493,d50b865943,35,0,105242
494,e39e3e74f8,43.0,0,110972
495,6e0b46ebb0,34.0,0,233142
496,525ab66b7a,25.0,5,63369
497,f2c3f28cd3,35.0,0,247494
498,3db85cb8be,46.0,0,44514
499,899e06f41a,29.0,0,101850
500,4da433ab0b,37.0,0,11992
501,7c7c6f376c,50.0,0,60336
502,e90e43ec32,41.0,0,203648
503,08370d1df8,35.0,1,86158
504,6e06601c19,40.0,3,258606
505,060e15a8d4,44.0,0,141492
506,95b3e369d9,35,0,216125
507,794e351b63,35,0,158294
508,1c3e12f9de,51.0,1,225086
509,5f2f8077cc,35,0,180031
510,5bbb36b7b5,33.0,1,62470
511,260f8ea8ed,32.0,0,130323
512,52e9d77fb1,20.0,6,149540
513,58aaa315c8,35,0,57958
514,f0bee00c6e,43.0,0,250542
515,7c70112b5e,29.0,1,252541
516,1d9f0303ae,30.0,0,150895
517,004b47309a,29.0,1,188634
518,bc72f75f76,35,7,245230
519,9838a31688,35,0,69932
520,95fd021e52,35,1,136009
521,1897838fba,35,0,72237
522,ba1946ca99,35,7,178521
523,1f24dfe5e9,36.0,0,209541
524,d543f19ca8,57.0,1,239406
525,4d5725461d,33.0,1,189402
526,1a3396f5f8,25.0,0,114749
527,f0df5ff189,35,0,162090
528,d07fc8992d,35,0,81332
529,645fcc5da9,45.0,0,83286
530,6ef2e13d36,35,0,252842
531,456aad97a4,30.0,7,53613
532,c47cd241d4,21.0,2,900
533,4d322d371c,31.0,0,126491
534,540d265ff5,62.0,0,243447
535,6a6a4ef98c,31.0,4,3537
536,b1ad934cc3,25.0,0,201782
537,24279c911e,42.0,1,261014
538,94db80d216,35,1,37949
539,4ece5b6b9f,35,0,155013
540,5265fddf32,17.0,1,38653
541,de144f3efe,45.0,0,98355
542,43e0b32371,38.0,0,150798
543,1fd6f88dae,35,0,196226
544,9f0dafb1e0,29.0,0,90730
545,91a287ecb6,58.0,5,80690
546,11b1842685,35,0,60167
547,63674ba847,25.0,0,84478
548,6f9da9dbb1,30.0,0,252697
549,5e60d87fd0,38.0,0,82824
550,e731b30b08,35,2,218951
551,91c046fb2a,34.0,0,108193
552,6e047e63f1,34.0,3,28533
553,b0140c4ab3,35,7,118609
554,eac8da9172,35,0,32480
555,893b15e7b2,60.0,0,26345
556,d3f3e21663,35,3,49442
557,c8e031898e,35,0,114727
558,a9dd31dcb9,33.0,0,230292
559,83ae844d6e,32.0,0,58400
560,5411af8192,52.0,0,93046
561,6b7421c1da,65.0,0,187144
562,09ad3b9fc7,35,0,209741
563,295bcac456,33.0,7,25465
564,35f030b87e,40.0,0,78552
565,264782e749,48.0,0,55186
566,16dc5e898f,35,7,121183
567,41396c337d,18.0,7,224524
568,68ba67058f,35,1,166251
569,c9b855eb8e,35,0,117876
570,ed2ecac76d,35,0,120326
571,91bd694436,44.0,0,81063
572,04eb256ceb,38.0,2,6237
573,d69fd3152a,33.0,0,278850
574,a4057eab28,41.0,1,37292
575,cf504ef35f,35,0,38272
576,2fee1c396b,29.0,5,131475
577,0c16f1a483,40.0,0,154991
578,d91b005297,35,2,223813
579,1153d32fde,29.0,2,67784
580,409905fa6c,34.0,0,106405
581,4238d7eb1b,31.0,3,111740
582,d1caa89fed,35,2,92141
583,ad423315da,35.0,0,148965
584,6b76b9964a,35,0,270764
585,5445566c8b,37.0,0,22911
586,4bedc404dd,35,0,112913
587,d6397a224a,35,0,76481
588,6555e2564c,34.0,0,100905
589,68ff3112a8,22.0,4,93017
590,9ea05e2b3b,35,0,93240
591,78e313562b,35,5,68833
592,3cc3bbe977,31.0,7,154510
593,c15c9685b7,34.0,0,236057
594,c762494372,57.0,0,212847
595,d01db338fa,23.0,7,267509
596,cfcc90ba5e,53.0,0,35703
597,2d8d6a12b1,47.0,3,152463
598,b98af1e5ea,35,3,120495
599,bb5cc3488a,28.0,0,7285
600,c4d30b73c3,22.0,0,56446
601,918473b820,32.0,3,131345
602,08b70035f6,26.0,0,185496
603,7916cf8900,30.0,0,88121
604,2241ba87a4,38.0,2,147481
605,f58ef080da,43.0,2,217120
606,973d340496,47.0,0,177071
607,ad6cd12451,35,0,49313
608,e123bdf060,35,0,245209
609,0911f68a5f,35,0,5461
610,2cf475d4ab,35.0,0,245781
611,240ebf6aef,41.0,0,193498
612,72fc0c850d,25.0,7,276993
613,ee919a010c,57.0,3,255070
614,31569233d0,40.0,6,236302
615,7210f7242c,45.0,0,53071
616,ca09dc6025,35,3,236789
617,a98e7daafa,35,7,224107
618,d5e2c30f9f,34.0,3,61638
619,a20ed75ef8,25.0,0,219545
620,f0a5cf7086,35,0,2836
621,feda3c6338,35,0,105910
622,41a34dacb0,35,0,245975
623,e2d54d99f6,50.0,0,117872
624,882e3379cc,35,7,138451
625,e01add5e8b,35,3,241197
626,015c7e67a9,35,0,163051
627,6dc0f0b976,35,0,108335
628,3e1fc63ec1,17.0,7,276860
629,6875cbc9fb,35,7,209146
630,0b0c3bbf69,35,7,47634
631,0e6420caba,61.0,0,30306
632,57da1954e2,17.0,0,142800
633,62a5e52c39,42.0,0,214271
634,c0576865d1,35,3,71939
635,a7d4cc7169,35.0,0,130846
636,7efa5ac2cf,35,0,159786
637,6e159b685a,35,7,220497
638,5fe8361553,22.0,1,102704
639,88eaf8d994,41.0,0,230261
640,48dfb8aac2,30.0,0,12277
641,b679d4703b,34.0,7,89191
642,1b9c97b2b0,35,0,161243
643,3d1edf3381,29.0,0,112760
644,03b374fc8b,28.0,0,44289
645,722bff388e,24.0,1,250961
646,aae325c4f4,41.0,0,53445
647,a3de63a1e9,24.0,0,69696
648,3335cf0433,40.0,0,233637
649,79c09f87c0,29.0,7,78972
650,a271ca5bff,46.0,0,184546
651,9a99412948,65.0,0,56200
652,5db04a9e97,35,0,148027
653,2e11a654e2,29.0,1,182274
654,d2138975db,35,0,237270
655,cd2a7bb1cb,35,0,134482
656,7d2de02912,29.0,0,223565
657,a84bf8bbe8,29.0,1,3363
658,3422e827c8,25.0,7,146297
659,7b837a124b,28.0,3,32418
660,933ecec06f,35,7,29526
661,5fd151b796,44.0,1,123596
662,00fdb0d8aa,28.0,0,26705
663,c93c6c1d2b,35,0,112543
664,ed1634f461,29.0,0,250341
665,f97acca1ef,26.0,4,194863
666,cadadbfa90,31.0,0,184298
667,8d11fd2ca3,36.0,3,239487
668,91a5b876c9,44.0,0,153661
669,35a5e17a69,49.0,0,30275
670,49213c2ea3,53.0,0,59655
671,62b2f6ac75,30.0,0,7282
672,09279d83a1,35,7,53455
673,bec37a44f3,41.0,3,101829
674,d577fae12c,19.0,0,159833
675,f6ff50a739,19.0,0,19663
676,fe5b06b17d,38.0,0,58854
677,b64c1859cb,26.0,7,156971
678,3141c9e34f,35,0,135608
679,e13385a5f5,35,7,155777
680,f6b7b9aa12,61.0,0,224808
681,1330993303,28.0,0,201673
682,178f7eeab7,35,2,67241
683,8635178e68,35,2,205998
684,45d4728f48,16.0,0,84506
685,bd38b74607,21.0,2,195658
686,def9ccd5e1,35,0,188771
687,adbcb97397,35,5,190174
688,c3b8f0fdaf,26.0,7,220046
689,a2b743849c,35,7,214582
690,26e0882811,29.0,1,45583
691,7f7fbda7ce,65.0,2,140487
692,08ce0f7828,45.0,0,126168
693,b8eca6f753,35,3,132491
694,e4e217ecdb,23.0,2,110299
695,d1419c2f19,32.0,0,210730
696,891396d6f8,29.0,0,101304
697,a83829b37e,20.0,4,229500
698,d7c07fa2f4,30.0,7,33144
699,00f037ba00,35,0,200205
700,439cff3b5c,35,3,105294
701,57485356d9,37.0,2,163758
702,40ae571572,35,1,21862
703,47663d9788,68.0,0,192974
704,98bba34e43,31.0,7,198407
705,d25c323444,40.0,1,196820
706,59f1dff84c,35,0,129398
707,f407292225,35,0,91868
708,d1930bf825,35,7,114798
709,d94fc14d0e,35,1,97873
710,0369be63cd,59.0,0,120092
711,c0bc46a953,35,0,66771
712,23d0fc5625,35,7,274110
713,0667b3dd60,29.0,7,80134
714,5324218790,35.0,0,256971
715,c912f3d0d0,61.0,0,89306
716,18ada42213,35,6,95773
717,19bf86ae82,25.0,0,95206
718,9d703e2cd6,35.0,5,175001
719,47a3f6ec7e,61.0,0,36434
720,cb1ce79001,46.0,0,137687
721,0aa725c2e6,34.0,0,70917
722,32bd09eb99,33.0,0,243327
723,60bc734602,55.0,0,276679
724,b85d26677b,48.0,1,104682
725,f12533f7e4,17.0,0,98439
726,d665c1cbe5,35,3,131750
727,85aae263b9,35,0,52630
728,507effc0b7,35,1,253588
729,ed4babdb3d,35,3,149269
730,834bc0959d,23.0,7,217467
731,86566322c1,70.0,0,277156
732,57f8eb5223,35,2,31680
733,86237eee0f,58.0,0,200673
734,280207e681,35,0,25980
735,744ba5d357,30.0,7,251843
736,7a026405f8,35,1,215547
737,6fc45de14e,27.0,0,40729
738,fa6011750f,45.0,2,218410
739,ff75e4d19b,52.0,0,230521
740,a268001ac1,35,7,997
741,bb23937e43,28.0,0,95990
742,c80f9b1f56,57.0,0,70998
743,496cc0f061,44.0,0,241547
744,b8972a66e5,40.0,1,47970
745,fb922778a0,35.0,0,78343
746,9912877dc4,29.0,3,233975
747,f5c345fd3c,35,0,187448
748,40148be540,31.0,0,38780
749,52a1176956,24.0,7,184210
750,1ff3c35559,35,1,38555
751,46541c5855,41.0,0,233910
752,7f38b5516b,35,0,159677
753,6c1023bba8,35,0,52851
754,e6fe6d8b13,35,0,272039
755,127f9d6d1d,33.0,0,99440
756,97e6070195,21.0,0,98955
757,d0640587a2,39.0,7,8166
758,0cbd2f10e2,35,0,227547
759,2ac8c677b6,23.0,0,240828
760,fcdbc72244,35,7,127840
761,f51e0b8d1e,35,0,6596
762,989fd7a2b4,41.0,0,131596
763,a31e412037,35,7,187396
764,8ab7090593,35,0,42322
765,27e00571d2,26.0,0,254881
766,b8603b180e,35.0,0,241979
767,e99faffc71,35,0,78447
768,cee4a69635,42.0,0,264081
769,08322e1cda,47.0,0,159731
770,e6e150ae80,22.0,0,9855
771,7967bce398,35,0,10313
772,0be8aa7122,57.0,2,178443
