180,b684371f47,36,64435
181,b464e979c3,52,83670
182,b0de227d99,33,115027
183,7b76f3e801,35,149799
184,8f1bb48b01,35,59266
185,62f089d215,35,125549
186,6400fd5d46,35,270999
187,05b57d02b0,35,55492
188,fcdfae300f,30,244709
189,dd0f557520,35,76498
190,fed52449e0,35,159769
191,80e56ad83d,79,148343
192,f2b8f4a056,29,69388
193,8838d81f81,25,58132
194,abbecdc986,27,12649
195,7320438146,34,64439
196,2d5954e44d,35,127199
197,dc60bf6fa1,58,178194
198,e0fdd770c9,26,209058
199,626c0c0915,35,167575
200,b77abc8483,35,111034
201,3c14516a4b,35,140840
202,702be61f60,32,166122
203,3d0cffccb0,31,261512
204,bee2baa541,57,278355
205,c0941df971,32,135264
206,9b2dc9dd9b,26,36002
207,8468a44455,45,105468
208,4c535a7b93,35,77824
209,22654752ea,25,80652
210,a3f6371f1d,39,106848
211,2022037469,33,4384
212,9ee6bed103,35,144966
213,6894c6b546,50,44189
214,15ef06e294,24,182211
215,d7ab1d5dc9,35,182084
216,08cd59b9d2,62,248220
217,22156ff78a,35,41323
218,e4b8b28abe,67,44063
219,6dcaea5cad,52,110075
220,51dd497c92,53,234422
221,6dde2412dd,23,90276
222,a4ed634fc6,51,244170
223,762cf6a82c,35,198919
224,407082813f,16,206073
225,8fc262b12a,46,95524
226,fcccdf939f,35,63969
227,cb7a74b814,47,60243
228,dbced3c436,24,19279
229,9e67a9e6ce,34,105213
230,f12c45947d,28,143174
231,2ca9c4bab6,35,227145
232,43475127e6,35,158620
233,2053561438,35,222295
234,0b517ea6c9,29,236339
235,9bc0345528,15,87937
236,983ae79a58,56,229328
237,c23dd4ae69,18,70665
238,1db0c538af,44,101421
239,4aa97944f6,31,238346
240,8bc26bd55c,59,169016
241,662c8d4d98,51,162051
242,0f87911053,27,75761
243,0e48e34420,35,30809
244,c2c378949f,35,88061
245,ec93551fc0,14,146385
246,0b58efc5d5,26,179732
247,9d24e39c30,41,121250
248,3a448c6e15,35,106416
249,9183552fa8,28,16160
250,ac9ec44450,47,25252
251,4addc95dae,24,4546
252,6ddb3431e5,29,153620
253,3444e4b652,38,180377
254,664d3a3cb1,35,30510
255,bf455b8fce,35,130553
256,4640780497,31,66941
257,6676bfa92b,23,233902
258,5bb16a0243,35,269798
259,f9e15414b5,43,209874
260,5950f532c0,27,2032
261,1b8c65ee48,35,169744
262,821cba6ea9,35,76354
263,ccc74393de,30,164580
264,6dc9fc4ed0,37,264026
265,49f59e51e1,55,132187
266,6f841ac9ff,35,205866
267,19b1900afc,19,255685
268,9f4bf616d7,14,162479
269,22437ce1db,27,243222
270,f508a25da0,19,236594
271,d16fb8a85c,37,38932
272,1293a1463e,27,276846
273,d2cef88273,60,219007
274,3b4959462f,15,42797
275,ff77267691,37,239553
276,26d1350ad7,37,154528
277,b5269f0ded,46,235104
278,48e591d3f0,35,264542
279,76db38e4e7,49,92663
280,6dbde95117,22,269230
281,0a8938a739,34,236171
282,d1fcd803c4,14,251068
283,9fb95ddd9e,18,101080
284,f58036ed22,35,231148
285,0f23d47fea,39,86640
286,9ad6d5589f,57,95901
287,34e293f406,20,182201
288,2624969fcf,28,74355
289,732eb97582,28,165318
290,ab17ae8689,27,225713
291,2117286cbf,54,203798
292,9a682e7173,29,229740
293,1d66a67095,35,249861
294,490b63c716,35,265684
295,c74c27e4cc,5,119748
296,9324070862,31,169883
297,75d222945e,25,233866
298,c27e16cade,12,208554
299,64b85914e7,45,52583
300,74b9e3c907,35,30993
301,021e8dd4e4,55,254298
302,77a4a83264,24,272979
303,f501a27cbf,44,94346
304,cc601e0afb,23,78726
305,406dee2765,40,181665
306,90849793b9,19,206218
307,7155a85889,52,215657
308,5df1e8dc64,35,51949
309,4e0258236b,18,167441
310,ed05de280b,37,46397
311,bf6027c159,38,106224
312,4e0f90a35a,40,182992
313,6a82341a48,34,68155
314,326bcc1537,35,59526
315,c4ba95a384,55,100240
316,03a047e068,9,278751
317,e0780de047,29,176394
318,a8b54ae22a,43,108533
319,686a40ed30,35,44892
320,b5f511da64,51,195373
321,343dd6e311,33,226461
322,ee90afebde,65,62240
323,0e82266d6f,35,220483
324,a59a9d72b5,35,268109
325,f2459d750e,35,224137
326,9a0173a781,28,116004
327,ad4a7a7659,35,14421
328,84bedaa484,35,232130
329,e296b0c954,22,66475
330,b1a57188fb,34,31314
331,1d33149383,27,183962
332,d8defcd25d,35,228953
333,2885c2858f,35,27592
334,8ce35c3926,27,245087
335,b6ad9d5c44,31,45207
336,73d5b448b0,38,169222
337,e38cb25f64,33,264320
338,66cb8e07f4,26,263162
339,3c5b18b1af,36,22199
340,203bdb0d83,41,14078
341,7a7577c265,41,120927
342,98485534ba,48,209155
343,2a38ddefe3,54,29943
344,a982e1d3ef,17,76575
345,6e3e85ab5e,21,141321
346,09a67bf4b9,55,184400
347,545f737d79,24,224922
348,063bca7065,38,154069
349,0c17de7f10,19,75745
350,b26792d0bf,35,114215
351,e58170bd4d,22,191878
352,5acac4d0db,27,47285
353,59494001a6,37,47328
354,fb047d17bf,40,91930
355,1573aa67b8,35,60423
356,31fc43ca0c,25,160360
357,40caa98e30,18,4621
358,03300d96c3,67,66679
359,5ada557b6d,35,227590
360,ac49b85cdb,35,25582
361,cc95a7edd0,51,243758
362,2d2e34b314,35,188037
363,2de3bdb798,23,119769
364,3f37a1ec4e,35,75082
365,1a09646110,27,104516
366,e80383ba4f,35,189834
367,52c8ea6a27,35,152242
368,bd74935ec9,35,21013
369,1954699e01,30,197363
370,699ffc168d,35,162638
371,1ba3d1d299,29,272867
372,8bd0229ccb,22,108655
373,3f0a616145,45,107020
374,be782a4b6d,29,201676
375,5b9e5239b8,35,33731
376,bc4edf3e8c,58,163578
377,0f33065569,36,126195
378,49cc7df720,35,27874
379,d87a12bf66,36,225985
380,a4a10da6ae,31,213627
381,4bd67b023b,19,1062
382,1d649a66e0,59,220453
383,dfe5d7a443,27,271447
384,4aa020393b,36,67110
385,f09599b123,35,101789
386,77a59c29a0,41,149555
387,2030bcec51,24,46580
388,28c1c8f96e,35,93463
389,a44016a02f,35,222352
390,b86de1655c,46,244420
391,f40f68269c,35,235943
392,802fc24954,58,108804
393,8ac7e901a2,30,242005
394,a42515104f,35,113662
395,7007df9b76,39,200225
396,a00a54e1a3,36,1902
397,b86af79de8,62,28944
398,17c4a66fdb,28,91134
399,4a79f64860,35,34587
400,c30f0644e6,35,201057
401,a627d8f864,35,243941
402,ceb5a50f9e,35,55228
403,66dd482d9d,33,183195
404,0257644d81,38,12834
405,75413f49ed,27,18096
406,ee2ed5bdf8,35,149203
407,0b3333b0db,50,67458
408,0999f43e85,42,3166
409,d0e7b71597,34,209517
410,694aa8328d,48,4016
411,8ac3168966,34,114443
412,b0ccdc6b04,32,137383
413,7820872d7a,20,20970
414,98329a910a,35,247851
415,e9a40c8b5f,57,166595
416,20832968b0,35,116394
417,12092e5bf3,35,120332
418,e2e83935be,29,101549
419,f63f961596,35,178913
420,0fef76a7ff,35,184041
421,02f6fd2e1b,29,148650
422,bc3c0a6b3e,27,139108
423,7386f12147,19,218975
424,692a2a92f1,36,159389
425,d0aee34cfe,29,207635
426,9e854b7ed7,35,225658
427,2099473938,201,13272
428,2b6209b30d,35,260085
429,a039f2c499,35,184631
430,dd23d4dec4,35,33861
431,87dd980d4c,35,29290
432,61c8a4d260,31,136686
433,d8465c1875,27,181089
434,59a5169c23,35,174595
435,cea5c44468,32,144924
436,dcad46a97a,35,178376
437,cc03653d23,35,196198
438,b88a688fb3,35,223524
439,2ca9b38e13,42,16633
440,fd4d40c182,24,138306
441,56de1e87e3,29,177457
442,c55df6546c,19,228871
443,04d7bcc1e3,49,72351
444,3067ebba3b,23,241203
445,b35cba1173,35,139746
446,5a21760566,37,205280
447,f2eb308a22,38,120564
448,3a5f19095c,61,204498
449,70740c2ff7,36,9907
450,85c6ecb709,46,174826
451,f0dc3ff489,16,217565
452,40be6f9558,35,232596
453,8a2dc24c95,35,171358
454,af5a259b03,7,243140
455,15a612f647,38,248999
456,481a513ae8,22,23871
457,0f58486916,31,8244
458,67a302acdf,35,35858
459,89e9f51f0f,54,130481
460,d2d543b92f,32,258533
461,c4e40b8c4e,14,242632
462,6d0c4ee13e,35,251738
463,d40aebbef2,44,88676
464,b3d756c827,34,51802
465,e52ab12492,35,229010
466,ae08a796b2,52,87539
467,91e92f833e,26,174303
468,a91de9f0ec,38,111846
469,cd2fd8b62e,40,244348
470,9f253b5466,35,168984
471,52ec84aee5,27,161871
472,e61d78a184,35,9717
473,5f5af4ea34,46,69377
474,520163603f,35,136381
475,4eb871e402,26,8066
476,78f94b95bd,35,100392
477,fe73525f49,35,31392
478,382fcfb3fd,46,100577
479,be574d8c04,35,62423
480,96026cbed7,22,105027
481,e3edc0333b,39,254994
482,3e8363c6f8,35,249110
483,08a57ec8fa,27,145238
484,3173c3b223,35,251842
485,ff028cb151,18,204824
486,6d523e89a8,51,136347
487,0664c756f3,23,38801
488,4819ff980b,20,81206
489,35883cef88,35,114006
490,3bce972949,35,80953
491,7269d0d336,14,46442
492,2fd476aa96,35,9028
493,d50b865943,35,105242
494,e39e3e74f8,43,110972
495,6e0b46ebb0,34,233142
496,525ab66b7a,25,63369
497,f2c3f28cd3,35,247494
498,3db85cb8be,46,44514
499,899e06f41a,29,101850
500,4da433ab0b,37,11992
501,7c7c6f376c,50,60336
502,e90e43ec32,41,203648
503,08370d1df8,35,86158
504,6e06601c19,40,258606
505,060e15a8d4,44,141492
506,95b3e369d9,35,216125
507,794e351b63,35,158294
508,1c3e12f9de,51,225086
509,5f2f8077cc,35,180031
510,5bbb36b7b5,33,62470
511,260f8ea8ed,32,130323
512,52e9d77fb1,20,149540
513,58aaa315c8,35,57958
514,f0bee00c6e,43,250542
515,7c70112b5e,29,252541
516,1d9f0303ae,30,150895
517,004b47309a,29,188634
518,bc72f75f76,220,245230
519,9838a31688,35,69932
520,95fd021e52,35,136009
521,1897838fba,35,72237
522,ba1946ca99,35,178521
523,1f24dfe5e9,36,209541
524,d543f19ca8,57,239406
525,4d5725461d,33,189402
526,1a3396f5f8,25,114749
527,f0df5ff189,35,162090
528,d07fc8992d,35,81332
529,645fcc5da9,45,83286
530,6ef2e13d36,35,252842
531,456aad97a4,30,53613
532,c47cd241d4,21,900
533,4d322d371c,31,126491
534,540d265ff5,62,243447
535,6a6a4ef98c,31,3537
536,b1ad934cc3,25,201782
537,24279c911e,42,261014
538,94db80d216,35,37949
539,4ece5b6b9f,35,155013
540,5265fddf32,17,38653
541,de144f3efe,45,98355
542,43e0b32371,38,150798
543,1fd6f88dae,35,196226
544,9f0dafb1e0,29,90730
545,91a287ecb6,58,80690
546,11b1842685,35,60167
547,63674ba847,25,84478
548,6f9da9dbb1,30,252697
549,5e60d87fd0,38,82824
550,e731b30b08,103,218951
551,91c046fb2a,34,108193
552,6e047e63f1,34,28533
553,b0140c4ab3,35,118609
554,eac8da9172,35,32480
555,893b15e7b2,60,26345
556,d3f3e21663,35,49442
557,c8e031898e,35,114727
558,a9dd31dcb9,33,230292
559,83ae844d6e,32,58400
560,5411af8192,52,93046
561,6b7421c1da,65,187144
562,09ad3b9fc7,35,209741
563,295bcac456,33,25465
564,35f030b87e,40,78552
565,264782e749,48,55186
566,16dc5e898f,35,121183
567,41396c337d,18,224524
568,68ba67058f,35,166251
569,c9b855eb8e,35,117876
570,ed2ecac76d,35,120326
571,91bd694436,44,81063
572,04eb256ceb,38,6237
573,d69fd3152a,33,278850
574,a4057eab28,41,37292
575,cf504ef35f,35,38272
576,2fee1c396b,29,131475
577,0c16f1a483,40,154991
578,d91b005297,35,223813
579,1153d32fde,29,67784
580,409905fa6c,34,106405
581,4238d7eb1b,31,111740
582,d1caa89fed,35,92141
583,ad423315da,35,148965
584,6b76b9964a,103,270764
585,5445566c8b,37,22911
586,4bedc404dd,35,112913
587,d6397a224a,103,76481
588,6555e2564c,34,100905
589,68ff3112a8,22,93017
590,9ea05e2b3b,35,93240
591,78e313562b,35,68833
592,3cc3bbe977,31,154510
593,c15c9685b7,34,236057
594,c762494372,57,212847
595,d01db338fa,23,267509
596,cfcc90ba5e,53,35703
597,2d8d6a12b1,47,152463
598,b98af1e5ea,35,120495
599,bb5cc3488a,28,7285
600,c4d30b73c3,22,56446
601,918473b820,32,131345
602,08b70035f6,26,185496
603,7916cf8900,30,88121
604,2241ba87a4,38,147481
605,f58ef080da,43,217120
606,973d340496,47,177071
607,ad6cd12451,35,49313
608,e123bdf060,35,245209
609,0911f68a5f,35,5461
610,2cf475d4ab,35,245781
611,240ebf6aef,41,193498
612,72fc0c850d,25,276993
613,ee919a010c,57,255070
614,31569233d0,40,236302
615,7210f7242c,45,53071
616,ca09dc6025,35,236789
617,a98e7daafa,35,224107
618,d5e2c30f9f,34,61638
619,a20ed75ef8,25,219545
620,f0a5cf7086,35,2836
621,feda3c6338,35,105910
622,41a34dacb0,35,245975
623,e2d54d99f6,50,117872
624,882e3379cc,35,138451
625,e01add5e8b,35,241197
626,015c7e67a9,35,163051
627,6dc0f0b976,35,108335
628,3e1fc63ec1,17,276860
629,6875cbc9fb,35,209146
630,0b0c3bbf69,35,47634
631,0e6420caba,61,30306
632,57da1954e2,17,142800
633,62a5e52c39,42,214271
634,c0576865d1,35,71939
635,a7d4cc7169,35,130846
636,7efa5ac2cf,35,159786
637,6e159b685a,35,220497
638,5fe8361553,22,102704
639,88eaf8d994,41,230261
640,48dfb8aac2,30,12277
641,b679d4703b,34,89191
642,1b9c97b2b0,35,161243
643,3d1edf3381,29,112760
644,03b374fc8b,28,44289
645,722bff388e,24,250961
646,aae325c4f4,41,53445
647,a3de63a1e9,24,69696
648,3335cf0433,40,233637
649,79c09f87c0,29,78972
650,a271ca5bff,46,184546
651,9a99412948,65,56200
652,5db04a9e97,35,148027
653,2e11a654e2,29,182274
654,d2138975db,35,237270
655,cd2a7bb1cb,35,134482
656,7d2de02912,29,223565
657,a84bf8bbe8,29,3363
658,3422e827c8,25,146297
659,7b837a124b,28,32418
660,933ecec06f,35,29526
661,5fd151b796,44,123596
662,00fdb0d8aa,28,26705
663,c93c6c1d2b,35,112543
664,ed1634f461,29,250341
665,f97acca1ef,26,194863
666,cadadbfa90,31,184298
667,8d11fd2ca3,36,239487
668,91a5b876c9,44,153661
669,35a5e17a69,49,30275
670,49213c2ea3,53,59655
671,62b2f6ac75,30,7282
672,09279d83a1,35,53455
673,bec37a44f3,41,101829
674,d577fae12c,19,159833
675,f6ff50a739,19,19663
676,fe5b06b17d,38,58854
677,b64c1859cb,26,156971
678,3141c9e34f,35,135608
679,e13385a5f5,35,155777
680,f6b7b9aa12,61,224808
681,1330993303,28,201673
682,178f7eeab7,35,67241
683,8635178e68,35,205998
684,45d4728f48,16,84506
685,bd38b74607,21,195658
686,def9ccd5e1,35,188771
687,adbcb97397,35,190174
688,c3b8f0fdaf,26,220046
689,a2b743849c,35,214582
690,26e0882811,29,45583
691,7f7fbda7ce,65,140487
692,08ce0f7828,45,126168
693,b8eca6f753,35,132491
694,e4e217ecdb,23,110299
695,d1419c2f19,32,210730
696,891396d6f8,29,101304
697,a83829b37e,20,229500
698,d7c07fa2f4,30,33144
699,00f037ba00,35,200205
700,439cff3b5c,35,105294
701,57485356d9,37,163758
702,40ae571572,35,21862
703,47663d9788,68,192974
704,98bba34e43,31,198407
705,d25c323444,40,196820
706,59f1dff84c,35,129398
707,f407292225,35,91868
708,d1930bf825,35,114798
709,d94fc14d0e,35,97873
710,0369be63cd,59,120092
711,c0bc46a953,35,66771
712,23d0fc5625,35,274110
713,0667b3dd60,29,80134
714,5324218790,35,256971
715,c912f3d0d0,61,89306
716,18ada42213,35,95773
717,19bf86ae82,25,95206
718,9d703e2cd6,35,175001
719,47a3f6ec7e,61,36434
720,cb1ce79001,46,137687
721,0aa725c2e6,34,70917
722,32bd09eb99,33,243327
723,60bc734602,55,276679
724,b85d26677b,48,104682
725,f12533f7e4,17,98439
726,d665c1cbe5,35,131750
727,85aae263b9,35,52630
728,507effc0b7,35,253588
729,ed4babdb3d,35,149269
730,834bc0959d,23,217467
731,86566322c1,70,277156
732,57f8eb5223,35,31680
733,86237eee0f,58,200673
734,280207e681,35,25980
735,744ba5d357,30,251843
736,7a026405f8,35,215547
737,6fc45de14e,27,40729
738,fa6011750f,45,218410
739,ff75e4d19b,52,230521
740,a268001ac1,35,997
741,bb23937e43,28,95990
742,c80f9b1f56,57,70998
743,496cc0f061,44,241547
744,b8972a66e5,40,47970
745,fb922778a0,35,78343
746,9912877dc4,29,233975
747,f5c345fd3c,35,187448
748,40148be540,31,38780
749,52a1176956,24,184210
750,1ff3c35559,35,38555
751,46541c5855,41,233910
752,7f38b5516b,35,159677
753,6c1023bba8,35,52851
754,e6fe6d8b13,35,272039
755,127f9d6d1d,33,99440
756,97e6070195,21,98955
757,d0640587a2,39,8166
758,0cbd2f10e2,35,227547
759,2ac8c677b6,23,240828
760,fcdbc72244,35,127840
761,f51e0b8d1e,35,6596
762,989fd7a2b4,41,131596
763,a31e412037,35,187396
764,8ab7090593,35,42322
765,27e00571d2,26,254881
766,b8603b180e,35,241979
767,e99faffc71,35,78447
768,cee4a69635,42,264081
769,08322e1cda,47,159731
770,e6e150ae80,22,9855
771,7967bce398,35,10313
772,0be8aa7122,57,178443
773,af2ede53b0,23,75016
774,16c56fcb0f,32,262901
775,c80b28a734,36,85525
776,1238e63afb,50,109573
777,3d4e7884c7,28,16503
778,b3487d99ec,35,172541
779,bec02d3041,13,262233
780,6b58a045ff,70,208790
781,7628207506,35,271587
782,25a09eb729,44,82079
783,db47787cc8,34,133609
784,d1d611debb,37,147450
785,ac95987d7a,28,8686
786,c3b37af4b0,26,205734
787,b76f6972a7,35,26592
788,a0cfe62e14,49,7345
789,d714a12306,35,5200
790,d2afa25a26,35,141718
791,b48e703cab,39,95071
792,c3f70eb1b9,35,269684
793,723c4896d0,35,169662
794,d769b1de32,24,26144
795,5c2bc36837,35,14697
796,34bde9de9f,35,168063
797,84895c31b8,25,30593
798,f38a4c95a6,38,259034
799,7613ebe2a5,35,112092
800,5d80d2b13b,15,231080
801,30a6237e1f,35,152397
802,56c3f395e4,35,131882
803,3b38e7d57b,35,162259
804,3910cd94a3,37,138197
805,bef4041722,40,269556
806,b64bbccfe9,67,151264
807,c6c811940c,30,182052
808,a782680123,34,216011
809,7e7a4abe42,49,252228
810,17f15e6942,31,270351
811,0db347ddb7,23,132512
812,e721ffa6b6,25,273897
813,e19e7fbcd2,29,24920
814,6662e4b673,25,124887
815,2a8f9e27a9,31,170391
816,7c813d3b87,35,160461
817,1132a05234,35,138842
818,1f07f20145,28,13849
819,eaf7105bf4,35,171502
820,3bdd79cfae,35,93097
821,6eac524a28,38,126735
822,2ed078d99f,49,255077
823,6a112d75d8,35,75818
824,6ad662de00,37,163760
825,c15e8a0ee7,42,149906
826,22fc08c900,35,33248
827,1136519ed4,35,225186
828,ac8546ed18,27,143252
829,1f185436d1,18,38019
830,64d2cce2c2,35,206533
831,10f2c45028,44,232963
832,ec06226a38,32,209159
833,7f27bdf8c0,27,270712
834,479a5a98e0,24,139631
835,35787dc81e,35,68554
836,4b675c0f1e,40,89868
837,409701fff1,47,245745
838,ab6d23af7a,31,20200
839,ebf1d3caa5,20,16370
840,cc9175aab9,40,72213
841,c528b09608,32,26626
842,74823febb1,53,71258
843,5dd62da52c,35,46296
844,6ab51fbb37,35,102943
845,9db3c942a6,35,269866
846,849da2be99,52,56958
847,6510eede26,71,69928
848,c936f28a13,17,245440
849,5fe7144600,45,46594
850,d10a41e12d,35,268543
851,3d81af0106,35,11412
852,fe8f346dd6,31,178919
853,946f67f7b7,35,219320
854,1fa7e30cf4,33,196627
855,5f96751c39,35,69469
856,1539ac1e00,28,183286
857,21d3cc6244,17,70065
858,f77342cc5c,59,53519
859,d53e4d15f2,60,273586
860,c2df00825d,23,3826
861,48c1915ac8,35,208565
862,deb1a8a90d,24,242751
863,e8c25eff82,25,109316
864,8e460ef8e3,35,88732
865,49204b8df9,34,6542
866,12f9748518,68,101303
867,e1b89dc18a,35,213522
868,decf012035,24,98844
869,ed5f9d3733,32,203057
870,6127c223c4,31,254205
871,f828d92eb8,35,51741
872,776fb6e77b,35,149147
873,5bf8c95206,24,54373
874,cace4127d6,35,223755
875,5d55431272,31,136200
876,3768371007,35,247917
877,1f2cdf6ab5,35,18400
878,3cb59d3a95,30,222219
879,df441492da,23,230391
880,a2ba970bdd,31,28665
881,40305f84fe,35,21366
882,f5cff2cfd2,29,43435
883,e84bdacfff,41,126295
884,4d40cd6826,45,145108
885,9022812603,23,122320
886,c13b60c74c,37,103283
887,4303764fed,34,178666
888,771726b1e7,34,210084
889,ee88b0c98b,25,271704
890,7d7e64eecf,35,223173
891,25218dbd2e,35,117317
892,22c932fe25,35,135444
893,53fda06a45,28,81367
894,322736fac8,57,153349
895,bc8d363a5a,26,70540
896,cbedb2dd3b,35,162029
897,33d09f3be7,35,82191
898,7ca1f4389c,33,209147
899,ae82f39152,27,239557
900,c21712de6c,35,19788
901,dc726b6483,35,158390
902,5ea4f7fdc2,29,92546
903,2fb0b4bc64,37,258184
904,1543bcbcd6,38,145160
905,88d1ece5cb,47,121177
906,58267fc873,35,101606
907,ce5d76735a,36,137282
908,2f094cf57e,24,60796
909,24a6a12d49,45,234065
910,094909d1f3,33,274307
911,40905025c6,24,275219
912,b309f45f82,42,236819
913,e5217f81c7,28,213656
914,52ea9d8163,23,124875
915,82dd931ee2,35,268491
916,4da6bb0920,25,2976
917,484c7380af,43,68308
918,11a48221ea,45,39280
919,1e34ec1c72,35,131922
920,3bd39ed7b6,35,245337
921,a22c8c0221,34,81321
922,ddf618adc0,46,108227
923,60399e60ac,37,3542
924,d815e4f327,44,231209
925,902fe0dd0e,23,129834
926,df0483b40f,35,90227
927,0cef10877c,62,212466
928,231adf65de,35,77160
929,0b9fa5573e,30,159415
930,2fea9a4351,35,242416
931,619c43a378,43,49143
932,000ddc970d,35,47315
933,4440540ee5,33,144240
934,9fdefb45d6,36,131031
935,f66ebc0065,37,157272
936,0ef5d109dc,58,76351
937,e1a91d33e8,21,211691
938,e436e8834d,40,189138
939,234f73fd79,35,138776
940,7af50d5517,65,154398
941,1a63559f84,35,207666
942,b7ee93e87a,26,141336
943,7b361f42cd,38,76625
944,045d596444,55,236069
945,a150ddef86,24,78620
946,f32f348232,35,129388
947,7dc4e77d0f,35,226647
948,f4a8d32149,35,128331
949,0788a4cb1d,28,15048
