39418,11342,7
17847,22119,5
327,5659,7
327,45025,7
327,123984,7
61083,39,7
14124,18138,6
2965,7912,7
2965,164,7
2965,10697,6
2965,7633,7
2965,1449,7
2965,63542,7
2965,8604,7
795,4294,6
8379,3631,6
65573,36447,6
19062,30715,7
1600,48401,7
1600,15658,6
1600,20702,7
1600,35615,7
16938,2377,5
26075,78561,7
4985,2992,8
14696,70437,7
7298,23762,8
2337,70749,7
2337,7304,7
25945,35671,6
439,94295,7
439,8117,7
439,11933,7
439,780,7
439,46670,7
439,60379,7
7459,25529,8
34708,45567,6
38,8438,6
38,21061,6
38,123388,6
38,112322,6
38,56328,6
38,17198,6
38,8419,6
38,11031,6
38,47004,6
38,4287,6
38,22364,6
38,43342,6
20506,111427,6
17747,2010,9
3203,395,6
3203,110773,6
31318,17,6
1960,25766,9
24105,46360,7
1143,4703,5
1143,4742,4
1143,35452,5
13199,3443,6
13199,7062,6
13199,53936,5
13199,15676,5
13199,11580,6
5988,15658,6
28771,270,8
35520,6640,5
35520,10919,6
8618,3218,7
61723,3603,7
877,8607,7
877,71530,7
877,76728,7
20041,2688,7
34827,161176,6
5595,19967,7
20161,19498,8
20161,92114,8
12747,1425,7
11122,8826,7
675,4134,7
675,24205,7
9576,109940,8
38366,136551,6
7504,90847,7
7504,7435,7
4633,120650,7
4633,98848,7
4633,22993,7
4633,4194,7
4633,61418,7
36141,25971,7
8357,2507,8
6707,1527,7
27898,7657,8
51617,1828,6
8385,89934,6
7119,49379,4
5164,139874,7
413,10223,6
413,9260,6
368,12839,7
368,40326,7
368,20884,7
368,17200,7
5839,6033,8
2624,52951,6
12975,52553,4
8178,1270,6
8178,104958,6
5530,79055,6
1275,176,9
1275,2224,9
1275,12614,8
1275,56179,8
32229,21855,7
10175,42503,4
7194,14677,6
24600,137138,7
2633,5483,8
120,140748,7
120,142811,7
120,176736,7
120,147835,7
120,180410,7
120,139455,7
120,66400,7
120,167193,7
120,103649,7
120,159941,7
120,147685,7
120,49927,7
120,139822,7
120,45582,7
120,183868,7
120,132281,7
120,170496,7
120,169829,7
120,1952,7
120,153819,7
120,166428,7
120,131620,7
120,131550,7
120,184319,7
120,42581,7
120,166270,7
120,16759,7
70,77434,7
12079,165129,6
12360,41324,6
12360,33615,6
2467,67528,8
4500,54575,6
1651,3931,8
12806,104828,7
4014,19199,7
19839,100648,8
10097,31968,6
40587,18330,7
16129,15522,7
8277,5763,5
813,57776,8
813,5307,8
813,6534,8
813,1854,8
22146,158905,6
8170,73892,6
49062,83901,8
49062,166606,8
11016,62791,7
4747,46814,7
25204,63984,5
734,3707,4
11227,100088,9
14403,84379,6
37281,167596,6
76875,2518,7
21808,12861,6
12711,23508,6
2303,69386,4
2303,23109,4
2303,76322,4
2303,35408,4
2303,24295,4
2303,12541,4
2303,48864,4
2374,22532,8
2374,19694,8
2374,81489,8
2374,20670,8
2374,1449,8
787,3963,8
787,54436,8
3193,249,7
5763,29059,7
63232,23697,7
63232,66286,7
10115,11432,6
15161,13601,9
4539,11570,5
1818,3636,9
6679,147979,6
6679,20236,6
2419,56374,7
2419,29980,7
2419,5201,7
4715,118117,7
4715,60560,7
4715,86220,7
12713,6090,6
12713,1763,6
12713,8182,6
7586,65997,4
3052,14455,7
3052,12596,7
3052,81643,7
3052,2725,7
3052,25128,7
3052,5483,7
3052,11904,7
7236,21195,7
7236,93138,7
8628,55464,6
2986,979,9
1823,89759,7
7539,17,7
1703,15716,7
880,69470,7
880,104597,7
4709,35603,8
7146,85885,6
2226,29938,8
2226,26389,8
2226,26835,8
2226,9407,8
37032,16174,6
12497,55091,7
12497,88363,7
10137,2777,6
10974,13175,8
1784,4379,7
54114,149882,7
54114,168107,7
669,10909,6
669,2820,6
669,1500,6
669,19820,6
13305,80980,7
2210,30588,6
29627,92396,8
3149,34816,7
3149,13526,7
3149,386,7
3149,30301,7
3149,39756,7
3149,14883,7
37217,3939,6
139,8753,7
1454,25275,8
10754,34855,6
11481,3466,5
32484,7989,7
7052,95724,7
29772,45802,6
7274,17494,7
7274,5160,6
7274,36080,6
6897,185251,8
6897,1736,8
33173,169644,6
49196,5042,7
5586,89518,7
5586,30314,6
330,35438,8
330,2356,8
330,101246,8
330,89248,8
330,3902,8
330,1694,8
330,3933,8
330,47542,8
330,707,8
330,27834,8
330,12823,8
330,8759,8
4091,23898,9
2431,128658,6
2431,110304,6
2431,5653,6
2431,21269,6
2431,55001,6
2431,11171,6
2431,81709,6
20,14566,6
20,77421,6
30,14739,9
3561,9355,7
3561,154699,7
3561,44393,7
3561,8114,7
3561,10514,7
9829,14862,8
9039,34482,6
9039,106700,6
1913,82139,5
1913,5457,6
1913,12848,6
1913,36076,5
1913,30302,6
1913,25169,6
1913,348,6
13352,144490,6
5548,28867,7
16082,112274,7
56809,89294,6
2090,4783,7
2090,39756,7
2090,3363,7
2090,4820,7
2090,18328,7
6833,3564,5
6833,2408,5
6833,12822,5
50514,29980,6
4702,159638,7
51611,50864,6
13690,89302,7
17554,1559,7
3879,3925,7
4324,42680,7
9313,112484,6
9313,34403,5
9313,2943,6
9313,4391,6
13083,15151,6
399,107127,7
18839,79582,6
15319,20740,7
15319,20910,7
11951,115504,7
13536,2224,8
13536,82177,7
13536,9072,7
13536,36720,7
13536,3841,8
13536,7850,7
13536,90812,7
13536,54193,7
13536,319,7
13536,69113,7
13536,43729,7
8072,93877,7
6775,14297,6
4152,4294,5
2316,58946,5
30514,7039,7
5841,57217,7
5841,19815,7
5841,9853,7
5841,5849,7
458,14209,7
458,25201,7
458,13903,6
458,10598,7
458,1956,7
458,3725,7
458,1914,7
458,4863,7
458,1873,7
458,29980,7
458,276,6
458,16457,7
458,54412,7
458,68306,7
458,57389,7
10407,143123,8
1138,43605,7
3037,404,7
25949,60558,9
8319,688,7
8319,2253,7
2232,8024,6
2232,28939,6
2232,25352,6
4306,19199,8
4306,13723,8
27011,4277,6
1588,39762,8
1588,19040,8
1588,111485,8
1588,108509,8
1588,21671,8
1588,23258,8
1588,98972,8
1588,52512,8
1588,11516,8
1588,4430,8
1588,1458,8
1588,17358,8
1588,3604,8
1588,50784,8
1588,7388,8
1588,108029,8
16598,15036,7
29947,1719,8
10782,134773,6
10782,169904,6
4519,51520,6
1515,160790,7
1515,136623,7
538,115316,6
538,2357,7
538,99041,6
538,110046,6
538,105979,6
6466,1871,8
21499,29260,7
52979,5226,6
3239,175894,6
13798,11412,7
540,32800,7
2396,9652,8
53020,22802,7
487,858,7
25596,3152,6
18254,173994,6
918,2073,8
918,55474,8
918,18896,8
918,10418,8
6923,5280,7
2178,50850,8
23345,29055,6
55988,3042,7
30220,411,2
1852,2000,7
1852,30730,7
10826,1712,6
10826,61646,6
10826,51628,6
10826,3048,5
2832,88671,8
2832,67683,8
2832,2448,8
14421,53047,7
14421,70035,7
12398,242,6
10763,13285,7
15916,34177,6
2906,48408,6
29333,26800,9
9148,1449,8
2217,4638,9
2217,55582,8
2217,9300,8
6123,35373,7
6123,5211,7
10535,27654,7
10535,32984,7
8533,20256,7
5009,30123,5
9931,48530,7
3830,411,4
8231,58999,6
8231,4087,6
3160,505,8
20183,411,4
764,29673,8
764,1185,8
764,78663,8
42493,5091,6
42493,60958,6
42493,107492,6
20315,69243,6
7239,16078,7
7239,17246,7
12502,102486,6
31134,23646,6
26563,40409,6
9089,4401,7
9089,18088,7
6044,21541,7
9804,179,7
965,2495,8
965,111863,8
965,70404,8
965,2960,8
965,85711,8
965,3823,8
965,16166,8
965,8442,8
965,24830,8
965,119928,8
965,5226,8
965,22632,8
965,28589,8
965,30417,8
965,44236,8
38744,89636,8
24012,18797,7
4974,1985,7
4974,482,8
5824,30837,7
5824,9847,7
2632,232,8
2632,4991,7
5167,93940,7
6109,3384,7
5118,98249,8
5118,3566,9
5118,20881,8
19408,71201,7
19408,139521,7
19408,26208,7
6231,9194,7
10063,7409,6
6595,102118,8
6595,76742,8
13801,12622,6
3078,40749,7
32941,86622,6
13677,2669,7
37036,22529,7
843,97261,7
92,44292,7
92,132856,7
310,2224,7
310,36584,6
310,7458,6
491,21911,7
1956,3662,7
2688,3631,8
932,4938,7
10804,737,7
10804,47335,7
3229,14936,8
630,80118,4
630,69248,4
744,5257,7
744,6395,7
57962,7246,7
1192,387,8
4108,6090,8
12887,29506,6
2412,2066,6
12828,5017,8
4377,24939,7
4377,10729,7
17230,67791,7
13100,117277,8
13100,2162,8
10149,122585,7
10149,148342,7
27981,19193,7
83,28626,7
3970,27577,4
10784,12340,7
10784,2253,7
10443,57377,6
10443,13307,6
10443,28650,6
31650,21468,6
14960,60574,8
26613,979,8
4254,54768,6
44035,7487,7
4017,959,6
26856,73162,6
26856,73408,6
1290,29673,8
1290,26360,8
1290,5067,8
1290,73188,8
1290,70935,8
1290,34975,8
4071,163210,9
4071,73973,9
4071,137094,9
4071,55552,9
4071,168577,9
4071,27710,9
4071,83657,9
4071,149969,9
4071,82773,9
4071,130218,9
4071,184682,9
4071,178278,9
4071,155284,9
4071,152326,9
4746,63527,8
4746,106,8
4746,12408,8
4746,59024,8
4746,18595,8
4746,864,9
4746,2426,8
6200,17700,5
871,5767,7
44804,6084,7
44804,91850,7
14151,53830,8
1584,58464,9
1584,83574,9
1584,14930,9
1584,128733,9
1584,31152,9
1584,125904,9
1584,124933,9
1584,4225,9
1584,4855,9
1584,16828,9
1584,19790,9
1584,125816,9
1584,8069,9
3391,25533,7
30096,12637,6
1476,9034,8
1476,96684,8
1476,15920,8
6414,4253,7
1194,18491,6
299,74948,7
299,61749,7
299,16078,7
299,7593,7
299,26750,7
299,39184,7
299,80337,7
299,100847,7
299,7949,7
299,125924,7
299,19806,7
299,18675,6
299,30837,7
299,25468,7
299,99963,7
2701,109999,9
2701,98429,9
2701,37104,9
2701,97439,9
2701,84009,9
2701,12081,9
1042,42914,6
1042,40331,6
1042,8093,6
1042,36605,6
1042,45171,6
65955,4821,7
3142,37623,9
5239,41789,7
8179,78260,7
7871,8063,7
672,56819,6
672,93458,6
32222,22752,6
1308,19476,7
1308,1981,7
21079,29025,5
3434,155,7
5186,12488,6
5186,9411,6
70583,32611,7
5309,9388,7
5309,26511,7
27618,1694,7
4903,979,7
4903,27941,6
26827,4001,7
6803,8395,6
30592,21053,6
15754,13600,7
22265,11460,6
9781,4970,6
6607,10019,9
1468,1413,8
1468,12695,8
1468,7451,8
3248,35066,9
7062,2640,7
7062,38611,6
10507,11070,7
1173,180599,6
1173,172433,6
1173,166193,6
1173,161915,6
1626,3281,8
18522,109897,7
1740,45427,7
3878,52587,7
9351,48214,7
7960,3311,5
600,1979,6
600,27589,6
600,19732,6
600,18404,6
600,35308,6
600,6575,6
600,92129,6
600,11711,6
3907,12260,7
4597,45015,8
7088,10533,7
8581,108759,7
8581,13,7
8581,109,7
8581,1116,7
8581,11218,7
8581,12040,7
8581,794,7
8581,1290,7
8581,67614,7
846,32419,9
846,17619,9
846,47055,9
6508,10463,7
6508,23987,7
6508,95625,7
6508,5113,7
18117,29639,6
29876,35456,9
1604,13244,7
19478,22600,7
18243,80051,8
39850,47147,7
53604,1484,6
4945,77484,6
4945,1459,6
2901,444,8
2901,36869,8
2901,2646,9
4810,17105,7
41576,117704,6
8796,366,8
8796,21896,8
8796,38686,8
39398,10022,7
22236,70199,4
19896,1075,7
19896,75608,7
7758,137428,5
7758,178846,5
7758,160510,5
14562,7967,7
13105,28064,6
227,28638,7
227,7958,7
227,3067,7
227,3688,8
227,16470,7
227,18252,7
227,3950,7
1599,145759,9
1599,139421,9
21996,99511,6
21996,97469,6
21996,50576,6
21996,33555,6
21996,105489,6
21996,34044,6
21996,117737,6
21996,5226,6
21996,33465,6
21996,25114,6
2473,52243,7
2473,56681,7
57485,2313,6
3754,17261,7
12647,8144,7
12647,177,7
2421,61373,6
6469,12961,6
6469,89778,5
4279,81593,9
1969,6786,6
15763,131316,6
3154,173376,7
3154,163640,7
3154,5691,7
3154,176523,7
3154,2364,8
3154,37849,7
3154,83549,7
3154,79782,7
3154,136763,7
3154,130028,7
3154,55967,7
3154,183864,7
3154,150696,7
3154,21561,7
17050,72068,6
9897,4740,7
26942,6587,5
13302,479,7
8171,21739,8
8171,331,8
8171,3157,8
8171,12078,8
174,127843,8
13584,8481,6
13584,3140,6
22360,16057,7
5066,24086,7
5066,2960,7
5066,1531,7
5066,8591,7
6465,47776,7
6383,59192,6
7470,45725,6
15,113429,7
15,35007,7
15,131858,7
15,161601,7
2546,24096,9
4910,5219,7
4910,34584,7
17180,2356,6
7462,17794,7
3645,52357,6
3032,5146,9
195,128112,5
7112,177,7
2462,161693,5
1436,22498,6
13414,6443,6
8126,20053,7
31956,146919,6
4009,11,5
358,6079,5
358,103513,5
358,42830,5
358,20778,5
17336,16774,5
711,16237,7
256,5359,7
256,176952,7
256,160919,7
256,153626,7
2593,25965,7
12727,22374,7
12727,10302,7
7777,43511,5
3949,2190,8
75838,9861,7
12506,134611,7
3921,109963,7
3921,149904,7
3642,386,7
917,45957,6
835,7272,7
835,2524,7
835,9534,7
6670,20098,8
8703,34,8
8703,38072,8
1140,156655,7
1140,2277,7
1140,133276,7
2817,7650,7
2817,40669,7
2744,3887,6
2744,33740,6
2744,69248,6
2744,47705,6
2744,21711,6
8162,55867,7
8162,8595,7
8162,13561,7
27539,10855,7
647,57037,8
647,78053,8
647,72561,8
647,55119,8
647,12439,8
647,24269,8
647,59695,8
647,38055,8
647,3637,8
647,29974,8
647,5517,8
8352,16632,9
7994,92794,7
1443,3019,7
1443,10230,7
1443,5172,7
1443,59377,7
1443,7967,7
1443,40450,7
1443,20144,7
1443,46141,7
6562,719,7
2253,15746,6
2253,1273,6
2253,1208,6
2253,36698,6
2253,28965,6
2253,411,3
40703,101038,7
8015,102762,8
2152,31695,8
2152,8698,8
2152,29778,8
25115,64233,7
16254,98443,7
4698,114241,6
14052,694,7
22252,11404,6
3985,10022,9
7458,155911,7
7458,144762,7
7458,145729,7
59170,12644,6
34464,113832,6
34464,73853,6
34464,27934,6
3553,68204,7
5921,95861,7
5921,110968,7
840,132425,8
840,176746,8
840,129505,8
840,181872,8
9825,8102,7
4712,10745,6
2760,126640,7
2760,46182,7
2760,72923,7
2760,57472,7
25087,123858,7
70626,5812,7
70626,8966,7
8062,36697,7
8062,120334,7
8062,25871,7
8062,41406,7
8062,62142,7
8062,52593,7
8062,56894,7
8062,37860,7
8062,63145,7
8062,32389,7
8062,35394,7
8062,166185,7
8062,64266,7
8062,83150,7
8062,11637,7
8062,12568,7
8062,124078,7
8062,2329,7
8062,14904,7
8062,179954,7
8062,43685,7
8062,35734,7
8062,55292,7
8062,9128,7
8062,16944,7
8062,27596,7
8062,95553,7
8062,54362,7
8062,6109,7
8062,37275,7
8062,156825,7
11082,2808,7
6073,57551,5
6073,61405,5
82,4153,8
33128,2915,7
52233,705,6
1351,118825,8
10659,979,8
10659,29621,7
18568,262,7
66,23791,7
2165,10947,7
19129,32109,5
19129,9907,5
19129,59744,5
10101,29593,8
38584,108390,6
9449,30067,6
11457,49191,6
21083,39632,6
16801,8821,9
25582,13719,6
3459,178764,6
3459,164701,6
3459,165820,6
3459,76896,6
3459,182125,6
3459,154132,6
3459,147984,6
3459,173974,6
3459,78781,6
3459,137988,6
3459,26646,6
3459,168050,6
2927,686,9
936,64466,8
936,51127,8
936,56965,7
936,11415,8
936,1871,7
936,47,8
936,49382,8
936,37551,8
936,19273,7
936,22762,8
936,24465,8
936,1088,8
32042,39033,8
37348,59378,7
54982,9035,6
4544,46074,6
943,32345,8
943,77029,8
44418,108180,6
22234,780,7
22234,24814,7
64902,7808,7
7096,5991,7
13932,11203,6
13932,18271,6
13932,23428,6
13932,1549,6
17158,38315,6
8426,152803,8
8369,10954,6
8369,33518,6
19094,35745,7
8685,11045,7
40801,57399,7
1243,46850,8
4630,30577,7
4630,25848,7
1423,15399,7
15371,55854,7
19884,27206,7
2150,568,7
2150,14820,7
2150,39964,7
2150,32638,7
2150,74571,7
2150,35004,7
2150,34387,7
21986,27854,8
3098,79960,9
3098,17709,9
3098,65659,9
3098,15339,9
3098,5423,9
9880,19139,6
649,17327,7
7884,100315,6
7884,27040,6
7884,558,6
7884,19600,6
7884,48343,6
6467,18568,7
4482,11279,7
2890,11319,8
1619,3701,6
1619,34229,6
4267,176337,6
6977,75769,7
11075,79298,7
11075,985,7
14199,10522,6
2273,36667,5
5061,72745,7
32936,46103,7
55220,5146,8
11825,961,7
3309,18001,8
10440,29416,7
3822,2968,4
15362,2175,6
13967,97978,8
13967,42935,8
13967,151144,8
13967,133298,8
6422,27017,5
10553,2977,7
37222,145091,8
1318,1411,7
490,21114,6
10276,2190,8
15743,5069,7
488,118813,7
488,6387,7
488,13148,7
488,59984,7
9010,15519,7
9010,8784,7
893,9796,7
893,2168,7
893,100890,7
5842,2235,7
2706,14327,8
2706,1794,8
18455,16828,6
18455,27797,6
1447,110038,7
1447,9902,7
9788,43366,8
7237,7525,6
7237,1854,6
4619,2539,7
4619,138347,7
5634,71518,6
47926,119381,6
9478,988,8
9478,43065,7
9478,13734,7
9478,10406,8
9478,17782,7
23805,13395,6
782,22495,7
897,24616,6
56187,16537,6
8079,16777,6
549,6325,6
3060,31084,6
3060,6009,6
5482,12682,9
46854,27743,6
46854,8169,5
40199,12760,7
1663,5190,6
62852,84719,6
529,67782,9
529,71221,9
529,9051,9
529,41545,9
128,29233,7
2347,1794,6
6785,64975,8
1343,23668,7
1343,45672,7
1343,106249,7
16965,179,4
53740,17335,6
14019,8529,6
3869,26053,6
14982,155817,6
53338,12861,7
775,179,7
775,10578,8
11875,2725,4
11875,51339,4
2080,3732,7
26054,15357,7
9923,3425,9
1721,26598,7
503,21619,5
1691,4026,7
57302,4630,6
15618,17,6
15618,38070,6
1642,10410,7
6806,116923,9
6806,35872,9
16336,19483,6
6743,104552,6
4095,5700,6
32925,60635,6
1939,35371,7
1939,106581,7
1939,1031,7
1939,40423,7
1939,3528,7
1939,33906,7
1939,15236,7
1939,37381,7
40401,52216,7
14084,86669,5
14084,46170,5
4184,3772,8
4184,104264,8
4184,10745,8
4184,22355,8
4184,24421,8
4184,3609,8
4184,17927,8
4184,11990,8
4184,6741,8
4184,115028,8
4184,4070,8
9427,20040,6
10116,59110,8
10116,44896,8
10657,47343,7
2221,117129,8
62240,2609,7
60429,41686,7
60429,67169,7
60429,15173,7
60429,3896,7
60429,14607,7
3898,15508,9
2607,1779,8
9628,114668,7
463,127525,7
6295,1648,7
6295,15741,7
6295,5092,7
6295,28094,7
864,11299,8
864,688,8
864,28087,8
864,16401,8
864,73,8
864,27646,8
864,83223,8
1998,17700,8
25081,30798,6
715,102060,7
19101,60577,6
1004,13244,5
1004,49843,6
2655,141966,6
4802,4840,7
7830,31788,5
23423,1873,7
3818,30661,6
25138,10736,6
25138,73947,6
11179,2357,8
20406,3400,7
62781,23697,7
23780,106877,7
11594,25362,4
36829,13473,8
5753,12412,7
1430,2800,7
7957,20993,7
7957,3802,7
7957,1098,7
11109,68758,6
11109,82542,6
8308,128491,7
8308,1808,7
8308,8906,8
354,1552,8
354,76610,8
354,891,8
8158,26005,9
42848,71021,7
5235,88010,7
2883,42777,4
560,1562,7
560,15021,6
560,694,7
3577,86209,7
3577,29778,7
41,6,8
4250,175214,7
4863,76667,7
112,57691,7
112,27922,7
43466,1272,6
43466,14442,6
2339,6189,7
27959,28010,7
9323,26459,5
34242,163142,7
1214,2066,7
303,1905,7
303,124137,6
303,72571,6
3746,180957,6
3746,146578,6
3746,162591,6
3746,159700,6
3746,94824,6
3746,131959,6
3746,133014,6
3746,66587,6
3746,80822,6
3746,136873,6
3746,129842,6
3746,163293,6
3746,144033,6
3746,168068,6
3746,38741,6
2219,63764,6
42899,141258,7
7471,127691,7
7471,28548,7
34,11819,7
34,11893,7
34,39018,7
34,110254,7
34,32747,7
34,91319,7
225,15285,7
13122,1794,7
2742,41921,7
2742,119964,7
10752,16743,8
10264,60916,7
2563,27894,7
2563,20848,7
2563,8387,7
2563,2162,7
14669,146503,7
7611,12486,9
7611,3294,9
2274,62710,6
106,44792,6
106,2176,6
2682,33335,5
14179,153110,7
2313,15242,7
22922,16853,8
22922,11968,8
22922,149394,8
22922,133906,8
22922,103656,8
22922,5953,8
5556,81105,6
46350,6727,7
4172,1963,5
9855,17619,8
26813,74932,6
5004,75172,6
541,59588,6
5577,91712,6
22306,172585,6
22306,153997,6
9916,11126,8
9916,31329,8
9916,32438,8
9916,36778,8
9916,2091,8
9916,1369,8
9916,93811,8
9916,98377,8
9916,7134,8
9916,35615,8
9916,67282,8
9916,26758,8
4112,29938,7
4393,41941,7
4393,8442,7
4393,4178,7
8559,16415,7
5852,111969,7
4804,3807,8
10605,46074,8
5387,361,4
3455,17743,7
6991,6189,7
59145,86782,6
3924,41650,7
3924,43095,7
10746,87583,5
8318,173882,7
28682,180171,7
4380,26144,7
4380,57670,7
54329,5545,6
12087,6840,7
53541,7989,6
588,13147,8
4880,22142,6
122,71021,6
122,22940,6
1150,4667,7
16508,110643,6
5734,12024,7
5734,1113,7
5734,4783,7
5734,4156,7
5734,33361,7
32539,96560,6
2922,10987,8
9784,25581,6
1495,28091,9
1495,8845,9
638,270,9
12335,361,7
1962,81381,5
1962,44885,5
1962,27418,5
1962,5746,5
1962,108872,5
1962,15364,5
1962,59679,5
1962,8789,5
1962,13611,5
1962,29161,5
1962,5699,5
1962,10058,5
42632,1076,6
4489,6343,8
6031,185268,6
6031,15878,6
1758,6212,9
1758,2387,9
1758,14481,9
2643,32446,9
1545,23129,8
1545,118,8
1545,25676,8
1545,8634,8
1545,116118,8
2052,10267,8
2052,17744,8
7101,8772,6
7101,10213,6
7101,1883,6
16540,175,7
32847,25037,6
8003,5734,7
6644,114024,9
6644,4499,9
27346,166984,7
2242,484,7
2242,13431,7
2242,47428,7
2242,50438,7
2242,38130,7
37164,163106,7
979,88056,6
979,27502,6
2392,19914,7
4265,61471,7
6988,9766,6
6988,69158,6
6988,8974,6
6988,7211,6
6988,3663,6
6988,43767,6
13977,3395,9
311,3807,7
311,14820,6
60345,69793,7
35963,40111,6
4414,181444,6
4414,135981,6
4414,45905,6
4414,14680,6
12556,15292,6
210,4291,9
4844,23057,6
49268,182489,6
373,60017,7
9068,2358,6
2962,47997,6
1934,36008,8
1934,35748,8
2911,100889,6
7649,141004,9
7649,115683,9
7649,140179,9
7649,162230,9
7649,154753,9
24207,3384,8
1287,73973,4
1287,9147,4
46,51941,7
1193,1500,7
1193,430,8
40360,66555,6
23394,8660,6
5358,71758,5
5358,18392,5
13538,20327,9
13538,8944,9
18394,20529,8
1992,71518,9
1992,5718,9
1992,156362,9
1992,29858,9
7966,115878,7
11753,576,7
16002,19083,6
10079,3564,6
52047,10603,7
4540,34781,5
4540,32044,5
776,29803,8
9922,40399,6
7225,13988,6
40577,121055,5
24878,103763,7
9764,33626,8
9764,4861,8
41608,89569,6
6511,104405,6
17322,5483,7
4045,10494,7
4045,114081,7
15828,4638,7
2306,537,7
3514,41501,8
3514,116405,8
3514,2093,8
3514,13321,8
3514,11516,8
3514,116994,8
3514,100819,8
494,5123,8
494,11512,8
24737,73361,5
10484,61852,6
10484,29621,6
10332,25162,6
10332,170723,6
5147,39241,6
5800,9154,7
5800,32722,7
5800,38357,7
5800,10321,7
8,237,9
8,48392,9
1699,2795,6
1699,21386,7
1699,87442,7
799,36243,4
48693,50493,7
5012,705,8
37099,43374,6
5219,8086,5
5219,11920,6
4644,20532,7
643,53860,9
3664,3595,8
2707,4408,7
2707,1012,7
2707,46883,7
2707,29617,7
2707,130109,7
2707,1567,7
40947,2159,6
51594,1273,7
75545,5244,7
1799,777,7
1799,78551,7
1799,112274,7
1799,6601,7
1799,62,7
1799,53558,7
4029,147041,7
7730,37273,7
3116,127340,7
3965,105893,8
44,15375,7
44,2313,7
44,107824,7
44,38775,7
44,34107,7
44,2353,7
44,13645,7
44,7965,7
44,124772,7
44,25835,7
23000,19123,7
6928,170653,8
8154,60665,7
12923,84684,6
12923,132737,6
12923,17916,6
12923,127456,6
12923,154107,6
12923,9258,6
1782,38361,7
1782,51701,7
1782,57448,7
350,20655,7
350,65062,7
350,2996,7
22970,3051,6
1533,67223,4
1533,3871,4
1324,14266,7
1324,32257,7
411,137148,6
411,129927,6
411,47639,6
411,4840,6
411,153209,6
411,149153,6
411,143549,6
4213,29181,7
17882,110863,7
13776,118292,7
20972,313,6
126,22038,8
126,97010,8
2985,3415,7
2985,60406,7
2985,53258,7
63,31916,6
63,18128,6
63,55321,6
4266,12856,7
5959,97469,7
5959,14137,7
5959,95490,7
5959,14257,7
5959,48788,7
5959,15439,7
5959,54650,6
5959,6642,7
5959,52271,7
18798,115070,6
18798,79964,6
45469,21652,6
3918,11439,8
8039,25746,7
12499,125677,7
326,6741,8
11832,30163,8
11832,56114,8
46189,28641,5
959,62758,7
13293,4401,6
6739,6980,9
6739,17274,9
6739,69793,9
