User-ID,ISBN
24884,11589
10836,109531
31626,129042
2207,129043
24731,105928
57789,129044
54952,36991
37679,6591
3201,129045
57790,21847
456,129046
20233,129047
47,65265
677,129048
22899,96406
8115,51865
7730,129049
4091,9796
3354,42175
303,129050
478,35395
11987,29439
1980,2474
5535,123289
57791,7884
38,129051
57792,125121
57793,1752
5734,3409
57794,129052
3354,129053
2803,47816
57795,979
5470,129054
14404,129055
16240,2810
2526,6483
575,42141
47,115147
12036,26483
57796,65664
224,123979
57797,103490
393,129056
57798,100143
43936,60695
14672,78876
57799,129057
47,129058
5549,11753
1128,129059
20052,129060
560,41970
17440,129061
1532,107374
1901,10573
88,129062
160,129063
20390,1165
8317,2481
3304,129064
3115,80906
57800,129065
1960,129066
54286,129067
456,54095
368,5161
1509,129068
573,5035
9343,12822
5742,129069
3914,67100
23951,129070
12601,129071
57801,46063
48511,129072
5685,411
177,1859
10417,2992
16360,6537
24621,67741
499,129073
22193,129074
70,1259
603,4630
70,129075
9424,22306
13436,1133
53578,129076
15904,129077
6069,56103
13822,2808
57802,9157
11290,87671
366,129078
3653,129079
328,129080
57803,129081
57804,10414
35,129082
1063,61267
56175,129083
57805,129084
56,59038
4074,2008
14855,24446
57806,129085
5888,129086
6696,125140
4082,38284
28949,129087
8885,105009
8353,27445
5763,237
161,129088
47,20164
32413,129089
57807,116704
1009,129090
950,19199
45771,1320
5416,2324
669,129091
57808,9409
1385,6162
3641,129092
1492,7343
7473,129093
4838,23219
51421,129094
821,129095
2101,30473
3296,35577
17314,10412
5344,129096
57809,99711
57810,129097
57811,129098
11826,129099
2883,28052
2428,72117
4863,31537
57812,89742
131,129100
36074,129101
2431,129102
7932,17635
5110,179
31612,39818
9066,21302
37310,594
3333,129103
6113,129104
1445,1865
2060,14730
1728,129105
19032,129106
19868,5023
10875,129107
181,6239
32085,23207
277,8821
19727,118568
5323,62
57813,7964
4529,14475
21215,4087
1389,129108
177,129109
57814,129110
1794,177
19104,9861
734,129111
12373,75742
7009,34864
7881,891
26616,129112
3248,115692
12474,1607
47,77602
7100,54129
43688,791
4355,110596
16056,129113
38964,3035
788,6189
12963,129114
4835,129115
2324,10301
1322,129116
9861,2125
57815,5434
6606,129117
47,112739
70,129118
4369,4422
2143,114387
2336,129119
79,129120
2455,3287
3681,129121
5515,58085
846,41686
34621,71897
215,129122
366,54907
2409,30430
3900,13624
3865,15328
2920,129123
1534,3719
23947,118813
766,36724
1983,129124
17775,769
15931,129125
15927,129126
16192,22133
21281,11480
57816,2190
19072,129127
7414,129128
28397,3628
47,1026
57817,21597
4228,129129
6043,57602
47151,589
1747,129130
19936,1408
57818,129131
3687,80615
1386,4889
81,129132
1685,29801
47,129133
57819,129134
864,9868
25296,110470
720,35671
57820,30816
77,94879
1763,75465
57821,11887
57822,42081
1927,113062
2447,129135
4728,129136
593,2768
6073,36395
23325,12495
6526,129137
14246,2253
24012,129138
4338,129139
57823,129140
38697,11202
458,3979
9938,30245
177,129141
932,69237
259,129142
57824,114524
1063,7217
45344,129143
33242,12483
13947,129144
177,129145
56263,1372
154,81192
410,129146
5903,129147
41215,7437
57825,129148
177,1364
20069,13550
35,46580
57826,1559
619,85768
11242,8080
57827,21355
54875,92311
2219,129149
7296,129150
24879,98574
10553,2737
57828,129151
2599,46137
4175,3808
935,129152
27003,46328
17605,129153
47,129154
57829,2860
668,44074
34,18961
77,129155
82,44531
27722,18433
57830,129156
24079,8204
5381,12849
1939,39379
18713,129157
14927,102870
3486,8774
82,129158
3324,42543
177,129159
53,3735
53257,8204
2186,277
2320,8819
47,129160
2152,10050
57831,36755
46344,129161
4079,27986
3235,20740
4809,129162
6864,17878
28289,33196
16606,129163
635,129164
6535,129165
57832,26879
49,129166
57833,129167
7045,88456
236,129168
1143,129169
327,9487
547,84864
57834,727
1418,129170
5114,125710
177,129171
8695,70832
1584,48604
57835,1026
668,14200
31736,6715
7353,129172
13798,81603
2205,129173
44035,48046
9677,11272
57836,1026
32941,129174
5510,1490
2553,129175
8178,4459
260,129176
2358,39039
51710,129177
5535,8875
14740,36651
5697,65172
2944,39813
13722,129178
12351,129179
12209,129180
57837,20544
5415,129181
42500,20460
47,129182
330,14327
36866,20529
57838,129183
5317,9066
8660,129184
8601,16112
9382,898
668,59153
8555,43174
57839,769
951,6225
22409,3925
1789,129185
1113,129186
57840,82134
34229,11358
943,32075
13366,58378
2463,129187
36,30686
57841,129188
39575,59750
57842,3451
5649,129189
1235,129190
27903,32236
2233,129191
25106,15201
160,129192
3630,80583
15354,129193
47594,129194
5394,129195
39776,129196
38857,4014
3811,129197
41442,125819
404,24712
7868,129198
26721,129199
6370,1595
55600,177
4614,61146
2196,81470
2402,129200
1744,18226
57843,129201
23487,12144
4132,129202
6466,97160
6810,129203
20047,3604
2713,129204
16394,57424
10519,1497
2204,129205
4079,9359
47,11752
668,129206
57844,19585
57845,117536
40821,129207
5661,129208
10917,12447
4824,60078
57846,313
2024,129209
57847,13325
2354,129210
132,78867
1489,21937
36600,7059
215,30780
230,129211
28043,129212
6739,115055
9316,129213
458,81756
177,46447
1568,129214
48119,24227
355,129215
57848,129216
57849,34849
57850,4076
3340,10223
1494,29265
669,129217
4625,280
57851,22997
57852,493
2336,68126
908,23591
2552,5774
1725,129218
2613,19227
57853,10505
2306,66363
70,129219
934,129220
13716,129221
536,9656
2023,129222
236,129223
88,129224
13895,2968
57854,129225
576,129226
57855,129227
11257,81492
57856,10697
77,129228
2198,9281
456,129229
16364,129230
1287,129231
274,129232
17802,20533
2083,129233
17216,129234
17927,8997
28758,129235
8361,129236
520,103734
1942,129237
4993,51121
28282,102814
18154,129238
36462,30446
11407,366
19270,125250
29995,129239
1160,129240
825,129241
57857,129242
21728,129243
215,82176
57858,9169
5155,129244
21270,129245
1027,85303
2619,129246
47,64958
2722,129247
29563,85836
1321,129248
215,29858
52069,129249
57859,129250
160,129251
5284,82871
7528,30667
1826,129252
299,21441
2302,129253
19714,25530
47,34091
292,4836
57860,37932
977,129254
3924,5952
10149,22855
12624,89913
5471,129255
3594,53979
189,129256
23046,129257
13036,1905
12107,6189
768,129258
57861,129259
1314,21360
7142,129260
18954,129261
1534,110264
57862,20687
166,129262
10553,60296
57863,20729
6951,129263
177,129264
1533,8328
4161,2217
6009,23079
4923,11944
57864,4804
57288,129265
828,16909
57865,104187
723,7749
788,71019
19250,129266
330,13973
3156,16551
27456,846
11002,129267
5763,58784
57866,129268
4581,3937
2123,129269
3683,129270
4412,179
38557,2469
56754,16020
20441,12861
36453,62118
3831,129271
2280,129272
121,129273
16610,129274
3149,16790
15449,129275
57867,98210
18795,18322
9223,13271
57868,129276
30025,129277
7146,29752
6441,77358
57869,129278
2626,21297
57870,53239
1948,48191
10348,36370
18764,3881
1994,40113
6988,12085
1541,37699
215,129279
2766,83893
1825,129280
4840,129281
458,13101
465,4863
491,6041
52446,7042
42702,129282
17597,129283
196,129284
36076,173
499,129285
30,129286
2321,129287
2216,1664
2728,72189
5118,129288
4071,129289
7184,387
155,129290
25182,32920
2549,86998
1524,129291
3932,49592
21893,129292
12079,129293
57871,129294
23192,46261
1074,100408
2400,129295
4183,85948
768,129296
13990,129297
366,129298
4314,1027
4333,20728
6361,129299
57872,1672
70,129300
177,129301
47,76128
18573,12961
15578,11754
2563,129302
2464,129303
285,129304
9967,27721
38430,129305
26654,100990
443,129306
15817,44701
57873,89733
2766,59747
55988,6775
2150,430
38,3005
475,1749
4724,2223
3337,129307
10633,16144
1971,129308
469,129309
57874,9360
30654,129310
605,41473
4486,129311
10826,270
2119,13173
57428,3401
255,3249
494,18088
9233,8330
12104,4840
8333,129312
57875,119568
4251,129313
17245,32667
2446,960
57876,34932
19779,15326
16100,129314
47,129315
57877,1962
16157,64134
45058,37310
325,207
47,129316
16062,5681
12199,46662
1247,8595
177,129317
6210,3840
7909,21945
57878,129318
57879,129319
57880,129320
14276,51617
6985,44393
56121,129321
10855,129322
57881,129323
7184,4344
44652,129324
163,4781
57882,3681
8657,120308
17722,129325
57642,21650
57883,129326
16626,129327
3037,107302
8370,129328
154,79532
57884,38577
57885,129329
18614,129330
13472,74217
20224,83382
22970,129331
172,129332
39924,129333
49,46559
24422,5648
5687,129334
1527,63660
14705,110098
668,129335
57886,129336
576,4535
2772,2867
1760,34451
57887,129337
4850,129338
20821,2329
22379,232
9711,18974
47,812
6985,101073
57464,10778
31539,9043
645,85506
1447,129339
40934,2217
1152,129340
5824,3910
1524,129341
57888,115203
2023,129342
14915,16561
4924,129343
57889,54364
18721,129344
1004,24877
31944,129345
2421,5745
22375,129346
49,129347
86,10268
4418,13677
7432,129348
2884,25162
34,129349
4795,9091
5925,129350
47678,40498
57890,129351
2117,2263
155,129352
8162,113362
10696,129353
57891,177
7831,26636
6123,129354
145,11307
833,129355
57892,129356
57893,769
7420,129357
1572,129358
13225,48525
443,78479
7298,4503
10195,129359
6268,19605
57894,129360
324,129361
4324,30744
39002,68684
57895,129362
605,129363
13876,3224
177,14465
47,129364
1593,9291
222,1289
698,129365
27782,88955
30,129366
36203,70301
57896,660
17152,112555
57897,44520
11384,10515
34,506
5251,51663
8520,121219
303,66833
57898,2281
2797,129367
57899,129368
245,129369
57900,81733
6852,69506
3038,111847
808,129370
21390,30932
57901,106927
57902,129371
3296,39444
57903,4087
159,69261
47,129372
57904,129373
1882,129374
2221,129375
23649,129376
29621,18976
57905,55361
31486,129377
140,182
12347,16001
10303,129378
49,30488
669,129379
57906,129380
3979,57425
20821,3216
57907,61466
9068,50776
3618,129381
25773,153
24600,129382
56,129383
668,129384
2291,129385
215,489
57908,10022
47232,10686
44789,39104
6475,2054
35517,18355
5078,22828
57909,902
19363,129386
23286,30837
4700,33018
2732,32057
57910,4716
12045,13675
12983,129387
57911,2615
541,129388
495,78402
34906,1905
710,60820
27213,129389
12663,129390
57912,111593
49827,7841
6606,129391
4796,129392
117,13288
2446,5574
7960,129393
47,97312
23710,129394
9441,70654
895,5812
18895,4621
22762,129395
1778,66497
57913,129396
961,129397
117,129398
1866,129399
57914,9035
8741,103087
12509,5434
2590,1571
8201,9080
8905,129400
5374,67856
2944,129401
3700,16441
7504,3092
864,33904
3905,64067
23439,129402
6723,129403
177,129404
277,81375
2563,129405
2026,27609
57915,29389
6217,61463
366,129406
5548,129407
1684,18807
6043,129408
11135,19441
3746,129409
57916,129410
4258,129411
57917,790
57918,10667
57919,27279
915,129412
9969,129413
161,17237
1533,29487
252,129414
4258,105886
617,129415
3187,129416
39992,129417
2553,129418
1745,129419
2909,129420
24374,4447
120,129421
823,72115
2,1192
10390,24133
15449,110157
22715,2551
30819,17477
1685,11729
32802,129068
1472,53724
11086,115797
2895,121888
3593,8416
48142,129422
37418,25933
57920,4002
30394,57258
23243,54042
2025,2601
3682,386
666,4169
25495,42081
57921,129423
57922,31035
20095,129424
2384,28031
13367,84326
2383,17505
57923,129425
4737,129426
2769,129427
39728,129428
6988,110308
734,129429
5525,129430
41797,50253
588,3388
501,129431
38006,129432
57924,129433
1205,4020
57925,39818
57926,3585
6739,34159
40813,129434
50688,697
810,129435
9255,27666
2257,108789
123,2086
16230,19947
30934,35329
7987,129436
6537,989
1004,3631
370,59146
9778,7461
1702,129437
237,62697
27409,9409
15483,14872
5381,129438
4914,20138
560,9228
5390,46496
57927,2083
5649,8210
19699,15650
507,68320
29270,7661
57928,129439
7252,15207
6779,81992
57929,129440
16984,124765
658,129441
5269,20505
35,129442
1387,129443
7184,129444
467,129445
215,5916
2903,16245
3127,20148
3377,11432
54368,60071
395,9534
1094,129446
25819,9649
2306,24983
3171,2107
14348,4837
2306,129447
3723,129448
668,110228
2912,12767
57930,129449
26675,9943
467,129450
668,5137
1376,43226
35859,129451
57931,72145
57932,129452
6725,38806
4251,129453
4886,129454
9527,129455
2113,129456
57933,14213
47,24970
575,129457
16779,129458
29470,129459
57934,17433
4487,129460
4995,5321
6017,61994
5390,129461
1911,60175
41768,102322
259,55349
177,129462
330,129463
918,129464
259,2355
27527,3444
1684,10019
3556,129465
4338,129466
15652,6362
5414,129467
6074,18797
2309,129468
57935,129469
57936,26070
45996,19612
57937,129470
1074,36620
320,129471
15147,1944
38959,59751
5490,20300
1319,129472
2613,31299
16241,129473
2695,129474
13328,16341
57938,129475
36906,2066
668,67113
3905,27779
6466,129476
500,15512
42884,16278
10629,82247
14709,11374
2526,3292
29233,11265
18704,129477
57939,12069
9525,30059
13394,119674
5147,100916
54512,129478
57940,53793
11415,11819
57941,129479
4866,6314
23553,25126
13084,129480
49,129481
57942,129482
11600,45794
177,129483
1572,102158
155,129484
2795,81526
11938,5182
2320,129485
3675,117558
25649,129486
177,75685
13159,113156
11995,129487
17322,129488
50199,6118
3514,56355
57943,129489
57944,129490
463,129491
762,1539
20125,129492
4270,129493
1164,129494
17815,3949
10014,62445
57945,101631
277,129495
4012,41450
57946,20804
630,129496
177,129497
931,129498
668,25659
825,37466
499,129499
57947,24356
38029,11301
698,129500
57948,17246
32719,129501
57949,14747
6234,36621
11217,89363
1740,74111
12740,129502
8131,411
5487,129503
57950,10430
3391,129504
505,2559
26562,129505
177,114927
57951,85053
57952,34233
8520,8595
21288,992
1045,95806
10172,483
2819,12249
1125,129506
17863,1552
57953,1625
57954,129507
47,10745
5675,5994
333,129508
24693,129509
7977,57
2028,76750
366,129510
4178,129511
12719,69987
131,129512
128,129513
12199,111066
35,129514
3921,105169
2374,44032
13436,129515
57955,64548
32157,12595
2211,129516
22246,55467
4334,54818
57956,129517
30,129518
57957,129519
1140,4061
588,129520
2050,129521
4556,105999
2431,39772
57958,129522
1553,6141
14417,21750
2872,32418
10913,129523
2503,129524
47325,8698
1564,129525
669,125749
7109,129526
177,69124
17554,16016
8998,1681
38741,129527
4718,129528
47,129529
57322,10255
47,129530
86,29179
2192,119928
394,5373
3238,15484
45161,13415
57959,129531
57960,19208
47251,20345
298,129532
11849,5754
5396,645
44532,4707
57961,88972
23569,2277
277,100824
57962,6569
57963,5206
4060,129533
15233,129534
507,129448
213,129535
1513,129536
40341,90206
739,129537
611,86588
189,129538
2383,24818
6440,30986
969,769
31349,15033
43093,3538
222,129539
6820,23917
2486,129540
5747,129541
215,129542
19480,32555
7187,40246
44516,129543
2446,11691
7571,1914
508,129544
2989,129545
36128,38606
57964,129546
40674,129547
28305,129548
57965,71997
5934,129549
177,129550
3315,129551
5360,4411
5669,5475
1003,61097
2903,129552
734,14177
4718,21275
38,4279
720,2953
57966,129553
177,129554
57967,20349
14034,129555
864,129556
5239,22974
14854,1871
78,129557
11205,129558
15657,7949
4780,122231
57968,28476
16286,129559
5482,11706
9866,129560
1399,15501
5235,129561
18299,58590
1196,129562
672,242
4672,103102
57969,21820
57970,36348
14797,18328
6140,16829
28801,22881
23780,129563
23641,979
34094,129564
2383,129565
9431,129566
30953,129567
7737,16112
4908,129568
32406,7949
2699,129569
788,31731
25584,50394
277,129570
7272,1133
1286,78607
16910,3470
501,129571
403,2587
833,1270
15953,36669
1545,36267
5239,129572
414,129573
7410,411
10597,64767
9898,4739
1152,129574
39035,129575
9474,23026
57971,44604
187,30172
21906,15379
15816,123962
7308,411
57972,22638
57973,63583
5886,129576
441,106530
57974,32280
57975,32804
2402,65412
11292,25157
6923,129577
4333,9147
35165,129578
415,21020
3343,96093
57976,129579
1236,129580
5537,129581
25968,1450
36136,42794
57977,65609
32925,129582
52826,112333
57978,129583
2688,17102
8351,8419
1899,9763
593,19244
78,6443
33951,8014
177,129584
45638,23518
16516,13333
1247,58514
38215,7964
56445,60422
3101,129585
38,129586
597,129587
15895,3078
57979,129588
5389,129589
2699,129590
2822,3388
57980,108089
1,10455
12595,5162
4039,10238
2986,129591
57981,129592
57982,43295
577,3796
7294,36793
2987,129593
13836,108377
6878,9889
27892,129594
77,129595
57983,129596
1524,129597
6219,3241
1030,29553
1005,129598
57984,49803
3990,129599
21968,129600
7876,89771
4107,129601
588,8427
35535,4971
1271,129602
5595,129603
23543,1133
4322,129604
742,129605
32129,129606
47025,386
1939,129607
42204,129608
4617,129609
7101,3342
9711,55726
18729,129610
3144,1930
57985,108631
14856,95990
1758,22825
28408,6032
47690,129611
669,129612
19299,100972
936,48392
77,53445
49,7843
3307,129613
5798,129614
27375,17462
57986,4027
4322,129615
7705,80455
47,37513
13011,63785
33657,85534
6421,18783
34437,17076
34,48733
6625,15950
189,129616
30286,36059
57987,91902
24633,20130
3859,85025
47,129617
47,19449
17182,129618
12094,129619
47,129620
21872,129621
5073,107456
189,129622
47,2019
494,17424
799,18595
57988,123058
57989,47620
5239,73900
15179,129623
53,13777
33930,55
484,8786
4920,30442
57990,79195
2526,76954
15233,129624
4797,129625
766,11031
951,10551
10039,7161
17224,13550
3486,2253
3367,129626
2112,129627
1271,4822
131,129628
4268,129629
8039,129630
57991,47542
11752,64246
14793,73828
1923,129631
47,129632
17963,117974
26500,129633
3244,40954
3379,94362
980,20651
57992,891
48896,129634
4935,9555
6712,100121
155,129635
8081,129636
3069,2978
57993,14167
35740,9242
2660,70529
15443,27166
57994,18442
16216,46231
4254,499
40698,121585
57995,21503
2609,129637
15392,26725
446,129638
1575,129639
33652,101170
12303,118870
668,7926
1213,31687
1782,129640
1990,129641
177,129642
17878,129643
828,129644
1488,129645
57996,129646
6646,58330
1982,47897
286,129647
8237,129648
5825,110893
11780,10908
57997,129649
6201,31967
13423,63784
1376,3325
2446,7726
12185,3808
3900,3707
57998,3604
3424,129650
5649,129651
15297,129652
1152,129653
60,36153
31332,29538
57999,93294
5774,129654
508,129655
58000,129093
3296,4421
14333,2119
1181,129656
58001,129657
1979,129658
5083,129659
2111,69831
5335,29448
4279,129660
57733,8416
16069,28725
507,76095
9611,129661
10555,121262
58002,522
88,129662
2383,129663
741,22123
303,99428
7431,73704
58003,5984
480,5810
20871,129664
5940,129665
49,129666
4520,17477
37032,112274
26109,129667
4073,26544
55019,129668
4014,2559
15478,123534
3144,3501
58004,129669
4467,129670
6489,129671
236,129672
42568,129673
807,129674
19481,129675
54682,129676
58005,38313
5572,11171
8421,65950
11095,129677
286,129678
3309,129679
3038,45455
46048,42723
77,129680
4000,129681
805,70105
58006,32238
9238,1314
25811,10505
7687,129682
8543,129683
14669,129684
9910,44937
58007,75541
4748,75662
46561,5160
29955,3906
2495,129685
8369,3352
35184,66124
14911,8442
8322,2253
2495,8168
1345,129686
14,31734
4365,129687
10008,5574
58008,129688
1405,115956
8666,129689
52093,6032
4884,98810
18046,6098
3134,129690
1120,23276
15811,129691
2644,62211
3745,52069
1726,50052
17226,129692
846,129693
215,3299
8785,129694
2025,19369
16462,129695
8149,10583
51041,31525
28182,129696
987,7919
277,127099
28819,588
58009,1903
2901,4060
58010,959
152,129697
56995,129698
58011,129699
395,129700
18144,47510
58012,105068
58013,54308
47,11936
494,65458
5522,3548
5939,372
13618,7388
3039,4220
8258,129701
9451,129702
172,129703
35,129704
6725,121604
499,129705
6739,129706
2713,129707
914,17858
310,108785
45638,48081
29550,129708
11337,129709
7150,129710
7668,129711
1368,7877
14,67691
3621,129712
9982,129713
1524,129714
15489,61655
12355,129715
56,129716
10341,3342
13108,20686
5499,16074
2430,129717
2152,129718
27239,129719
10576,70693
3369,54787
5396,270
122,129720
26414,37466
47230,103992
177,10616
1479,113134
58014,96268
26638,28001
13313,129721
70,21136
11030,19474
5053,15746
4333,56224
33294,11196
54116,129722
1905,10730
3087,3438
177,37248
668,129723
870,71135
5961,129724
58015,129725
775,129726
17817,129727
11145,4949
47,129728
19787,129729
58016,129730
4467,129731
3149,40254
166,3424
56669,31962
34,129732
58017,129733
4107,790
13538,129734
230,129735
155,129736
30474,3235
16754,129737
5114,129738
21203,7637
32215,59404
26464,17409
51662,5146
58018,18901
14705,129739
501,129740
58019,51798
3363,50989
43962,25658
474,73740
3808,43079
981,100729
1169,2814
181,129741
8168,129742
16020,75183
5134,8161
14030,129743
13142,129744
58020,44407
16426,87814
423,12877
41011,129745
12239,129746
83,129747
4575,979
32046,24516
277,77034
2770,129748
1140,129749
3329,4476
46,92377
3583,79633
6301,129750
236,129751
8308,54490
8618,8880
1,75740
1450,21650
8977,430
2232,129752
667,129753
1009,305
13567,129754
20129,75262
8318,129755
36055,27413
177,129756
7323,57542
1572,1081
19162,1064
6540,2118
5590,245
2555,54029
5589,4335
916,129757
9646,129758
966,31784
2613,354
2421,9885
47,9365
3459,129759
14350,129760
34461,15212
2090,284
10848,48632
2830,129761
47,81137
2367,129762
10709,105034
1169,81343
6608,94961
58021,129763
22271,129764
58022,46276
14888,70899
20198,4277
2918,35722
58023,122977
2549,95041
3296,87420
47,129765
1514,15847
46504,4306
48321,28856
181,129766
6215,61208
456,91142
48740,5997
13552,111951
9586,94260
15398,129767
8581,129768
154,109404
20610,38608
58024,10736
8842,129769
1545,13021
1688,129770
17105,979
58025,8919
2613,14827
3564,23755
47,28199
58026,5566
1524,129771
1418,129772
58027,11950
5471,129773
36168,129774
21377,12139
58028,16192
38331,129775
5272,6618
25970,3480
58029,129776
2429,187
1214,129777
3368,891
3248,105985
20803,129778
1764,14719
4894,11301
6412,129779
23514,51765
177,129780
910,1536
3700,52335
2766,129781
3425,129782
884,64662
3060,4707
466,129783
366,129784
50234,59069
19563,284
128,164
2723,129785
15780,4739
2,129786
47,23766
5417,6118
18799,8958
370,39832
1250,129787
98,129788
20596,129789
3311,5226
1765,28327
58030,17709
2402,129790
495,126502
47,20052
865,45311
12175,5294
47,129791
8742,2730
1785,22058
10752,129792
177,129793
47,13044
6993,129794
5657,120260
42437,39804
6674,129795
11555,129796
5905,129797
10740,129798
47,129799
160,129800
3001,2258
5935,129801
34173,12249
159,1249
33131,88772
5599,87677
507,69506
47,129802
5309,129803
3623,129804
3248,6974
26208,32160
2306,129468
155,129805
35130,3163
1838,64802
58031,92172
1570,10059
5070,39346
11874,129806
4399,127389
565,129807
47287,51054
15217,13328
2661,2313
12173,3057
441,129808
11588,11120
13072,31789
6768,38606
58032,129809
1382,129810
8772,117563
588,129811
273,63944
58033,125026
58034,103651
22607,2085
2010,129812
48800,1518
58035,90852
241,129813
163,6413
1095,361
58036,10873
4737,129814
5597,1425
458,62851
5058,129815
55677,657
2516,129816
3104,129817
58037,129818
635,8963
58038,22949
1421,62560
15516,129819
56922,129820
1041,129821
9260,34077
6253,129822
668,129823
22981,43941
668,129824
4539,129825
26042,129826
366,129827
51028,177
16016,3470
254,129828
1125,129829
966,4563
15,32446
46813,129830
932,86760
441,129831
1418,129832
58039,122862
58040,129833
6573,129834
1533,8281
35,129835
776,129836
58041,129837
3584,129838
1801,129839
821,8442
18394,34872
1982,129840
1575,129841
58042,270
2613,129842
7020,129843
47,10020
58043,3470
7831,34021
3358,12762
13876,11893
4718,12319
11070,31308
42153,23780
8851,45427
7833,129844
2713,194
58044,249
21081,29663
25883,129845
12684,129846
58045,45324
1923,129847
5964,12979
3683,3528
1931,14566
3088,15444
14383,3152
4529,10230
966,6585
277,55974
13338,66124
366,129848
830,52855
13276,30808
6951,56530
22828,37061
58046,12093
8333,99511
22480,80612
4168,991
17455,129849
131,117451
475,129850
58047,129851
8948,129852
14030,129853
4810,17770
6347,41629
58048,129854
821,129855
1110,129856
58049,8262
9559,126399
18447,126170
58050,129857
22418,7366
189,47567
7994,129858
34302,129859
13436,27174
11409,1854
1726,20142
21303,17771
5555,129860
20505,107652
43504,389
4718,1027
25,91652
822,129861
2901,129862
47,119391
58051,636
19817,32783
441,129863
70,129864
701,100663
2446,29912
27573,129865
40384,129866
70,129867
4297,22855
1757,129868
366,67904
36987,129869
18387,129870
2613,42091
507,129871
3259,129872
1296,39560
21353,16153
2230,34243
19288,129873
58052,36533
1994,81168
112,11578
58053,16192
54187,129874
6165,43302
3272,366
44381,20890
2219,129875
58054,129876
668,129877
1703,93368
47,105549
25,7805
227,129878
5118,129879
58055,129880
2402,4134
277,77894
647,6845
58056,4401
1692,75269
6345,122231
58057,77669
3446,34627
57767,1082
12231,129881
16213,40058
1476,129882
3569,129883
47,96211
10295,129884
2331,662
40929,129885
1140,129886
9124,7661
5266,77421
1409,129887
254,14872
6339,129888
58058,14176
58059,129889
26575,129890
58060,129891
5873,129892
668,18485
18774,419
9795,129893
32208,864
3424,129894
58061,1644
11739,129895
56,129896
58062,90067
22743,1082
7,118813
58063,76617
9474,61576
11432,24498
58064,45826
8977,2313
1922,129897
911,129898
54452,92140
9239,1072
20484,1125
10147,58599
15302,53526
49112,129899
2563,129900
28820,129901
16504,21626
26826,129902
2431,129903
7106,10556
58065,128957
2968,129904
7259,196
41902,42
2152,11289
1869,129905
5763,129906
366,129907
2507,3854
58066,129908
58067,129909
6484,129910
4479,1644
58068,129911
1536,9182
16733,17116
2111,129912
286,129913
54021,129914
10182,129915
10028,129916
