User-ID,ISBN,Book-Rating
557,598,9
558,599,9
559,600,6
328,601,5
560,602,7
561,603,9
562,604,9
563,605,7
564,606,10
565,607,9
566,608,10
567,609,10
568,610,9
569,611,6
570,612,9
571,613,6
572,614,8
573,615,7
574,616,7
575,617,10
576,618,7
577,619,5
578,620,8
579,621,7
580,622,7
581,623,10
582,624,8
583,625,5
584,626,9
585,627,8
586,628,8
587,629,5
588,630,8
589,631,7
590,632,9
591,633,7
118,634,6
592,635,6
593,636,10
594,637,10
595,638,9
596,639,10
597,640,9
598,641,8
599,642,3
600,643,8
601,644,10
602,645,7
603,646,10
187,647,5
379,648,8
604,649,10
605,650,5
606,651,7
607,652,4
608,653,6
98,654,9
609,655,3
610,656,7
611,657,8
612,658,4
177,659,10
613,660,8
614,661,8
615,662,8
616,663,5
617,664,8
618,665,7
619,666,7
47,667,10
620,668,6
621,669,8
622,670,10
46,671,9
623,672,8
624,673,7
625,674,8
189,675,10
626,676,7
627,677,8
628,678,8
629,679,8
630,680,7
631,681,8
632,682,9
633,683,8
634,684,4
635,685,10
636,686,8
637,687,8
638,688,9
443,689,5
639,690,9
227,691,8
640,692,5
641,693,7
642,694,10
643,695,9
644,696,8
645,697,9
379,698,8
646,270,7
647,699,10
648,700,8
649,701,7
650,702,5
651,703,8
652,109,5
653,704,9
654,705,7
655,706,7
656,707,7
211,708,10
657,709,7
177,710,9
177,711,9
658,712,5
659,713,6
660,714,8
661,715,5
662,716,7
70,717,5
499,718,10
663,719,8
664,720,9
665,721,6
666,722,7
667,723,10
668,724,9
669,725,8
670,726,9
671,727,9
672,728,6
673,729,8
674,730,8
175,731,5
122,732,8
666,733,8
675,734,8
676,735,6
677,736,8
678,737,7
679,738,10
680,739,3
681,740,8
682,741,8
177,742,9
683,743,10
684,744,3
685,745,7
686,746,8
155,747,9
687,411,3
688,748,10
689,749,9
690,750,9
691,751,8
692,752,10
693,753,10
694,754,9
47,755,3
695,756,10
560,757,8
696,758,7
697,759,9
698,760,9
699,761,6
700,762,9
701,763,5
702,764,9
703,765,6
704,766,7
252,767,9
705,768,5
706,769,5
419,770,10
707,177,10
708,771,5
709,772,9
47,637,8
710,773,10
711,774,7
712,775,5
713,776,9
714,777,7
715,778,8
716,779,9
717,780,8
718,781,7
719,782,7
720,783,9
721,784,7
722,785,10
723,786,7
724,787,8
725,788,10
726,789,6
727,790,10
728,791,9
560,792,7
729,793,8
730,794,6
731,795,7
732,796,9
46,797,10
733,798,9
734,799,5
227,800,8
735,801,8
404,802,9
736,803,6
737,804,10
738,805,10
456,806,8
227,807,8
739,808,9
740,809,10
741,810,8
47,811,10
742,812,7
668,813,9
211,814,10
743,815,9
744,816,7
745,817,8
746,818,10
747,819,8
748,820,10
749,821,8
750,822,5
751,823,10
752,824,10
753,825,7
754,826,5
755,827,8
756,828,7
757,829,8
758,830,10
759,831,5
760,832,2
478,833,8
761,834,7
762,835,7
763,836,9
764,837,9
765,838,5
766,839,10
625,840,9
327,316,8
767,841,8
768,842,8
769,843,10
770,135,5
771,430,8
772,844,6
773,845,7
774,846,8
775,847,7
776,848,7
777,849,7
778,850,9
779,851,8
780,852,5
781,853,9
782,854,3
783,855,8
784,856,7
277,857,9
785,858,5
786,859,9
166,860,5
787,861,5
788,862,7
789,863,7
790,864,9
791,865,7
34,866,7
792,867,7
668,868,10
230,869,9
793,870,6
794,871,10
795,872,8
600,873,8
47,874,1
796,875,8
797,876,10
798,877,10
799,878,7
800,879,8
801,880,9
802,881,10
803,882,4
804,883,6
805,884,10
806,885,9
807,886,8
1,887,9
808,888,8
243,889,10
205,890,5
809,891,7
810,892,7
811,893,9
812,894,8
224,895,7
813,896,9
814,897,5
815,898,7
816,899,9
499,900,9
817,901,6
818,902,10
819,903,9
820,904,9
821,905,5
822,906,9
823,907,9
824,908,8
825,909,8
826,910,10
177,911,9
827,912,5
47,913,8
828,914,10
668,915,9
829,916,6
830,917,9
831,918,7
832,919,7
833,920,8
834,921,7
835,922,5
836,923,5
224,924,6
837,925,7
838,926,8
839,927,7
840,928,10
841,929,7
842,930,7
843,931,8
844,932,8
845,933,8
846,934,5
847,935,8
88,936,10
848,937,1
849,938,5
850,939,8
851,940,5
852,941,8
853,942,8
854,943,10
855,944,10
856,945,9
857,946,8
858,947,5
859,948,7
860,949,7
701,950,5
861,951,5
88,952,7
862,953,8
712,954,9
863,955,6
864,956,9
865,957,6
866,958,10
867,959,9
200,960,7
666,961,7
868,962,7
869,963,10
202,964,8
870,965,10
871,966,9
872,967,7
873,968,9
874,969,8
875,970,8
81,971,10
876,194,10
9,972,5
877,973,9
878,974,3
879,975,8
880,976,9
881,977,7
882,978,8
883,979,9
884,980,9
885,981,8
886,982,8
887,983,5
888,984,8
463,985,10
889,986,7
890,987,8
891,988,5
892,989,5
893,990,7
894,991,7
895,992,8
896,993,8
897,994,9
898,995,7
150,996,5
899,997,7
900,998,7
49,999,10
901,1000,9
902,1001,10
903,1002,8
473,1003,5
904,1004,8
905,1005,10
79,1006,5
906,1007,8
907,1008,6
47,1009,7
908,1010,6
909,1011,9
910,305,10
425,1012,7
911,1013,10
912,1014,9
913,1015,6
914,1016,7
915,1017,7
916,1018,6
917,1019,6
918,1020,5
919,1021,5
920,1022,9
469,1023,10
921,1024,3
922,1025,7
923,1026,10
465,316,6
924,1027,5
925,1028,8
926,1029,8
927,1030,8
928,1031,10
929,1032,7
930,1033,10
931,1034,5
932,1035,8
933,1036,6
934,1037,8
935,1038,8
936,1039,9
937,1040,10
938,1041,7
939,1042,10
940,1043,8
941,1044,9
49,1045,10
942,1046,8
943,1047,9
678,1048,7
88,1049,10
944,1050,7
945,1051,7
47,1052,1
946,76,6
947,1053,7
948,1054,6
949,1055,6
950,1056,9
951,1057,7
952,1058,9
953,1059,9
954,1060,7
955,1061,7
956,1062,7
105,1063,10
957,1064,8
958,1065,10
959,1066,2
960,248,9
961,1067,9
846,1068,8
962,1069,7
963,1070,7
964,1071,5
965,1072,10
966,1073,8
967,1074,10
968,1075,7
140,1076,6
969,1077,7
970,1078,7
463,1079,7
971,1080,9
972,1081,7
973,1082,9
974,1083,9
975,1084,8
976,1085,8
977,1086,6
978,1087,8
979,1088,6
575,1089,10
980,1090,8
981,1091,6
982,1092,5
983,1093,10
157,1094,7
984,479,8
985,1095,6
986,315,9
766,1096,10
870,1097,9
987,1098,5
988,1099,10
989,1100,7
990,1101,9
991,1102,6
992,1103,10
993,1104,5
994,1105,9
995,207,8
996,1106,9
277,1107,7
997,1108,7
303,1109,9
998,1110,8
999,1111,7
1000,1112,8
1001,1113,10
1002,1114,10
293,1115,10
1003,1116,7
260,1117,8
1004,1118,8
1005,1119,5
1006,917,9
788,1120,6
1007,1121,8
1008,1122,8
484,1123,10
1009,1124,8
1010,1125,7
1011,1126,7
88,1127,10
1012,1128,10
1013,1129,9
1014,1130,10
458,1131,7
712,1132,8
1015,1133,9
1016,1134,10
1017,1135,10
1018,1136,10
112,1137,9
1019,1138,8
1020,1139,7
177,1140,9
1021,1141,9
1022,1142,7
1023,1143,7
415,1144,8
867,1145,8
1024,1146,9
1025,1147,6
1026,1148,10
1027,1149,10
1028,1150,7
1029,1151,7
575,1152,5
804,1153,9
35,1154,4
1030,514,9
1031,1155,10
1032,1156,8
1033,1157,10
1034,1158,9
1035,1159,9
350,1160,6
1036,1161,5
1037,1162,7
1038,483,8
1039,1163,8
177,1164,10
1040,1165,5
1041,1166,5
1042,1167,8
1043,1168,5
1044,1169,7
1045,1170,7
725,520,10
1046,1171,7
236,1172,8
1047,1173,3
1048,1174,8
161,1175,8
1049,1176,8
1050,1177,9
1051,1178,8
1052,1179,10
1053,1180,9
1054,1181,8
47,1182,7
49,1183,10
1055,1184,8
1056,1185,7
1057,1186,6
1058,1187,8
1059,1188,7
1060,1189,9
788,1190,8
1061,386,6
959,1191,7
38,1192,6
1062,1193,5
1063,1194,8
1064,1195,8
1065,1196,9
1066,1197,7
1067,1198,9
1068,1199,10
1069,1173,7
427,1200,10
1070,1201,10
1071,1202,10
1072,1203,10
366,1204,5
1073,1205,8
1074,1206,8
145,1207,8
1075,1208,4
1076,1209,5
1077,1210,5
1078,1211,8
1079,1212,8
987,1213,5
1080,1214,9
1081,1215,6
1082,1216,7
1083,1217,9
668,1218,9
1084,1219,8
1085,1220,1
1086,1221,10
1087,1222,6
1088,1223,6
1089,1224,9
1090,1225,8
1091,1226,10
1092,99,8
1093,39,10
1094,1227,8
1095,1228,10
1096,1229,9
8,1230,10
750,1231,6
1097,1232,7
1098,1233,4
1099,1234,6
1100,1235,6
1101,1236,9
1102,1237,10
1103,1238,8
337,1239,4
1104,979,10
1105,1240,7
1106,1241,7
1107,1242,7
1108,1243,8
1109,1244,10
320,1245,10
808,1246,8
1110,13,8
1111,1247,8
1112,1248,9
950,1249,7
1113,1250,5
575,1251,10
1114,1252,2
47,1253,8
1115,1254,7
1116,1255,8
1117,1256,5
1118,1257,5
1119,1258,8
1120,1259,10
1121,1260,4
1122,1261,7
410,1262,8
1123,1263,9
669,1264,7
1124,1265,4
1125,1266,7
1126,1267,5
1127,1268,10
1128,1269,6
1129,1270,8
1130,1271,10
1131,1272,10
1132,1273,9
1133,1274,8
1134,1275,9
1135,1276,10
1136,1277,9
1137,1278,6
649,1279,9
1138,1280,9
1139,1281,10
1140,1282,9
1141,1283,5
611,387,8
1142,1284,4
441,1285,9
1143,1286,8
154,1287,8
1144,1288,9
1145,1289,8
1146,1290,10
668,1291,8
1147,1292,9
1148,1293,7
1149,1294,9
1150,1295,9
1151,1296,8
1152,1297,5
1153,1298,10
1154,1299,6
98,1300,10
1155,1301,7
1156,1302,8
1157,1303,2
1158,1304,7
499,1305,10
1159,1306,7
1160,1307,10
412,1308,7
71,1309,10
289,1310,6
1161,1311,7
1162,1312,8
1163,1313,5
539,1314,6
1164,1315,10
1165,1316,9
1166,1317,9
1167,1318,8
1168,1319,7
1169,1320,3
79,1321,7
1170,1322,6
1171,1323,8
1172,1324,10
47,1325,5
788,1326,9
1173,1327,9
1174,1328,6
1175,1329,9
1176,1330,10
1177,1331,7
1178,1332,7
1179,1333,10
1180,1334,7
47,1335,7
1181,1336,6
1182,1337,7
1183,1338,8
1184,1339,10
1185,1340,7
47,1341,5
434,1342,7
145,1343,9
1186,1344,10
1187,1345,8
916,769,7
1188,1346,5
1189,1347,5
1190,1348,9
1191,1349,9
1192,1350,5
47,1351,8
1193,1352,6
1194,1353,8
1195,1354,8
47,1355,8
1196,1356,7
1197,1357,9
1198,1358,8
1199,1359,8
1200,1360,8
177,1361,8
464,1362,6
1201,1363,7
1202,1364,8
2,1365,9
1203,1366,9
1204,1367,6
1205,1368,7
1206,1369,5
1207,1370,5
1208,1371,9
1209,42,7
1210,1372,6
1211,1373,9
1212,1374,9
1213,1375,10
159,1376,7
1214,1377,8
338,1378,7
1215,1379,7
256,1380,10
1216,1381,6
1217,1382,9
864,1383,10
1218,1384,5
1219,1385,9
1220,1386,9
1221,1387,9
1222,1388,10
1223,1389,10
1224,1390,10
1225,1391,8
1226,1392,4
1227,1393,3
1228,1394,9
1229,1395,10
49,1396,10
1230,1397,9
1231,1398,8
1007,1399,9
1232,1400,9
1233,1401,7
379,1402,10
821,1403,6
668,1404,10
1234,727,6
1235,1405,10
1236,1406,7
1237,1407,7
1238,1408,9
1239,1409,7
1240,1410,5
1241,1411,9
1242,1412,9
1243,1413,8
1244,1414,3
463,1415,5
1245,1416,7
880,1417,10
47,1418,5
1246,1419,5
1247,1420,5
1248,1421,9
494,1422,7
1249,1423,4
112,1424,7
1250,1425,9
1251,1426,9
1252,1427,7
1253,735,10
1254,1428,7
1061,1429,7
1255,1430,7
1256,1431,10
1257,1432,6
1258,1433,8
505,1434,10
931,1435,5
1259,1436,6
1260,1437,8
1261,1438,9
1262,1439,7
611,1440,5
1263,1441,3
1264,1442,6
1265,1443,5
324,1444,3
1266,1445,8
145,1446,7
1267,1447,8
1268,1448,6
1269,1449,5
1270,1450,10
1271,1451,8
1272,1452,10
1273,1453,10
1274,1454,8
1275,1455,7
1276,558,10
155,1456,10
70,1457,7
1277,1458,9
1278,1459,6
1279,1460,6
1280,1461,6
1281,1462,5
160,1463,7
1282,1464,2
1283,1465,8
1284,1466,9
1285,1467,10
310,1468,9
647,1469,9
1286,1470,10
1287,1471,5
366,1472,5
1288,1473,10
1289,1474,6
1290,1475,10
70,1476,6
494,1477,8
1291,1478,8
1292,1479,7
1293,1480,8
1294,1481,8
1295,1482,5
1296,1483,8
1297,1484,10
1298,1485,5
1299,1486,6
565,1188,10
1300,1487,7
1301,522,8
1302,1488,8
366,1489,5
1303,1490,10
1304,1193,7
1305,1491,5
1306,1492,9
471,1493,8
1307,1494,10
1009,1495,7
1308,1496,9
1309,1497,7
1310,1498,8
1311,1499,6
1312,1500,7
1313,1501,10
1314,1502,5
1315,1503,8
383,1504,7
1316,55,8
366,1505,5
35,1506,7
1317,1507,6
1318,208,10
1319,1508,5
47,1509,8
1320,1510,8
1321,1511,8
1322,1512,5
1323,1513,9
1324,1514,8
1325,1515,9
1326,1516,8
1327,1517,6
1328,1518,7
1329,1519,8
1330,1520,8
1331,1521,7
491,1522,8
1332,1523,10
1333,1524,6
1334,1525,8
1335,1526,7
1336,1527,8
1337,1528,10
35,1529,8
1338,988,5
1339,1530,10
1340,1531,9
1341,1532,5
126,1533,9
1342,1534,5
1343,1535,7
1344,1536,10
1345,1537,6
1346,1538,8
1347,1539,7
1348,1540,8
1349,1541,6
215,1542,10
1350,520,9
1351,1543,10
1352,1544,8
808,1545,6
1353,1546,3
145,1547,7
1354,1548,8
1355,1549,9
1356,1550,4
1357,1551,9
531,1552,9
1358,979,6
1359,1553,6
1360,1554,7
1361,1555,5
668,1556,5
1362,1557,10
903,1558,7
1363,1559,4
254,1560,7
1,1561,6
1364,1562,8
1365,1563,8
1366,1564,8
1367,1565,3
1368,1566,8
1369,1567,8
35,1568,9
1370,1569,9
1371,1570,8
1372,1571,6
1373,1572,9
1374,1573,9
1375,1574,7
1376,1575,5
1377,1576,7
744,1577,8
1378,1578,8
1379,1579,7
1380,1580,9
1381,1581,5
1382,1582,9
177,1583,8
1383,1584,10
1384,1585,8
1385,1586,8
1386,1587,7
1387,1588,8
1388,1589,10
1389,1590,10
1390,1591,5
1391,1592,4
1392,1593,9
1393,1594,9
1394,1595,7
1395,480,10
1396,1596,8
1397,1597,10
1398,979,6
1399,1598,9
1400,1599,9
1401,1600,8
1331,1601,8
1402,1602,9
1403,1603,10
1404,1604,4
1405,1605,10
260,1606,10
1406,345,8
56,1607,10
155,1608,10
1407,1609,7
1408,1610,8
1409,1611,6
47,1612,7
1410,1613,9
1411,1614,5
474,1615,5
1412,1616,7
1413,1617,8
766,1618,8
1250,1619,10
1414,1620,7
1415,1621,9
1416,1622,10
1417,1623,10
1418,1624,7
1419,1625,8
1420,1626,9
1421,1627,7
154,1628,10
1422,1629,8
1423,1630,10
1424,1631,3
177,1632,10
1425,1633,5
1426,1314,8
1427,1634,9
1428,1635,9
856,1636,10
1429,1637,6
1430,1638,8
1431,1639,5
1432,1434,5
1433,1640,4
1434,1641,6
1435,1642,5
1436,1643,6
1437,1644,8
1438,1645,10
1439,769,7
1440,1646,7
701,1647,8
34,1648,10
1441,233,7
1442,1649,2
1443,1650,10
1444,1651,10
1445,1652,10
1446,1653,5
1447,1654,6
1448,1655,10
1449,1656,6
1450,1657,9
1451,1658,10
177,1659,10
739,1660,6
1452,1661,10
1453,1662,10
1454,1663,9
931,1664,5
668,1665,8
1455,1666,5
1456,1667,5
1457,1668,5
1458,1669,5
1459,1670,8
1460,1671,8
1461,1672,3
668,1673,9
1462,1064,7
77,1674,9
499,1675,8
1463,1676,10
1464,1677,7
1465,1678,3
1466,1679,10
1467,1680,8
1468,1681,9
1469,1682,8
1470,1683,10
1471,1684,10
1472,1685,8
1447,1686,9
1473,1687,7
1160,1688,7
47,1689,10
1474,1690,8
1475,1691,7
1476,1692,9
1477,1693,10
810,1694,4
1478,1695,8
1479,1696,7
181,1697,10
1480,1434,10
1481,248,9
1482,1698,4
1483,1699,7
1484,1217,7
710,1700,5
47,1701,1
1485,1702,8
1486,1703,5
1487,1704,9
1488,1705,8
1489,1706,7
1490,1707,7
1319,1708,7
1491,1709,9
1492,1710,7
366,1711,5
1493,1712,4
1494,1713,8
1495,1714,10
1496,1715,5
1497,1716,10
1498,1717,10
1499,1718,10
1500,1719,6
177,1720,5
1501,1721,10
1502,1722,8
1503,1360,5
1504,1723,8
1505,1724,10
1506,1725,8
1507,1726,9
1508,1727,8
155,1728,10
1509,1729,6
1510,1730,9
1247,1731,7
177,1732,8
1511,1733,10
1476,1734,9
1512,1247,10
1513,1735,10
1514,1736,10
1515,1737,7
1516,1738,6
1517,195,8
1518,1739,9
1519,1740,6
1520,1741,8
1521,1742,7
1522,1743,7
1523,1744,6
1524,1745,8
1525,1746,9
1526,1747,7
1527,1748,8
1528,1749,7
133,1750,10
1529,1751,4
977,1752,6
1247,1753,8
1530,1754,10
1531,1001,9
1532,1755,7
1533,1756,10
1534,1757,10
1535,147,10
1536,626,7
1537,1468,10
1538,1758,10
1539,1759,10
1540,1760,4
513,1761,10
1541,1762,8
1542,1763,7
625,1764,10
47,1765,7
1543,1766,10
1544,1767,9
668,1768,10
1545,1769,10
1546,34,7
1547,831,8
1384,1770,8
1548,1771,8
1549,1772,7
796,1773,7
1074,1774,9
1550,1775,8
1524,1776,8
1551,1777,8
319,1778,7
1552,1779,8
482,1780,9
1553,1781,7
1522,1782,7
1554,1783,7
1555,270,9
1556,1784,10
1557,386,8
1558,1785,3
1559,1786,6
1560,1717,9
1545,1787,9
1454,1788,9
1561,1789,8
1562,1790,8
1563,1791,9
1564,1792,7
1565,1793,9
8,1794,10
1566,1795,9
1,1796,6
734,1797,5
1567,1798,10
1568,1799,9
1569,1800,5
1570,1801,10
593,639,9
1571,1802,8
1572,1803,9
1573,1804,9
1574,1805,10
1575,1806,8
1576,1807,5
1577,1394,8
1578,1808,2
1579,1809,8
1580,1810,10
1581,1811,9
1582,1812,6
1583,1813,7
1145,1814,7
1584,1815,10
1585,1816,4
480,1817,7
1586,1818,8
1587,1819,8
1588,1820,7
1589,1821,10
1590,1822,10
1591,1823,7
1592,1824,8
1593,1825,9
1594,1826,6
1595,1827,5
1596,1828,4
230,1829,9
63,1830,7
1597,1831,7
1598,1832,8
1599,224,10
1600,1833,8
1601,1273,10
1602,1834,9
1603,1835,9
1604,1836,9
1605,1416,7
1536,1837,8
1606,1838,10
1607,1839,8
1608,1840,10
757,1841,5
1223,1842,8
56,299,10
1609,1843,5
109,1844,6
1610,1845,5
1568,1846,10
1611,1847,5
1612,1848,7
1613,1849,9
1614,1850,10
1615,1851,10
1616,1852,10
1617,1853,3
1618,1854,9
1619,1855,6
1620,1856,6
1621,1857,8
1622,1858,6
1623,1859,9
1624,1860,4
1625,1539,9
1098,1861,10
561,1862,9
927,1863,5
1626,1864,7
1627,1865,7
889,1866,9
1628,1867,9
821,1868,5
1629,1869,4
1213,1870,10
1630,1871,7
1631,1872,10
1632,1873,9
1633,1874,5
1634,1028,8
1635,1875,7
1636,1876,6
1443,1877,9
1637,1878,6
441,1879,8
1636,1880,7
38,1881,9
1638,1882,5
1639,1883,10
1640,1884,5
1641,1885,7
1642,1886,7
1643,411,8
79,1887,6
1644,1888,8
47,1889,7
1140,1890,8
1645,1891,7
1646,1892,10
1647,1893,5
1648,1894,8
1649,1895,9
1650,1896,9
1651,1897,10
1652,1898,8
1653,1899,8
1654,1900,6
1655,1901,9
1656,1902,6
1657,1903,8
77,1904,7
1658,1905,5
846,1906,10
1659,1907,7
1660,1908,9
1661,1909,8
47,1910,6
1662,1911,10
870,1912,10
1663,1913,8
1664,1914,9
1665,1915,7
1666,1916,5
47,1917,4
1667,1918,7
1668,1919,8
1669,1920,9
870,1921,10
1670,179,6
1671,1922,9
1672,1923,9
1673,1153,8
1674,1924,9
1675,1925,8
1676,1926,10
456,1927,5
1677,1928,8
1678,1929,10
1679,1930,7
1680,1931,8
436,1932,6
1681,1933,8
1682,1934,5
377,1935,8
1683,1936,8
1684,1246,8
1685,1937,5
1686,1938,7
1687,1939,5
1688,1940,7
1689,1941,9
47,1942,5
1690,1943,9
1691,1944,9
1692,1945,10
1693,1946,10
1694,1947,10
1695,1948,4
1696,1949,5
1697,1950,10
1698,1951,8
1699,1952,8
1700,1953,8
1701,1954,8
1702,1955,5
47,1956,10
1703,1957,7
808,1958,8
1704,1959,7
1545,1960,7
1705,1961,10
1706,1962,8
